stimulus_id,text,human_v,human_a,human_v_scaled,human_a_scaled,rec_ev,rec_ea,rec_gv,rec_ga,rec_gen_text,rec_p55,post_ev,post_ea,post_gv,post_ga,post_gen_text,post_p55
emobank_SemEval_742,Floods force Malaysia evacuations,2.22,3.56,-0.3899999999999999,0.28,3.140593444131141,4.009152126470958,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.004660584015648053,4.140157362001187,4.493057906746893,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.007597408048969858
emobank_Ohio_Steel_12452_12560,"The people of Youngstown, being now unemployed had very little money to spend on anything but staying alive.",2.22,3.0,-0.3899999999999999,0.0,2.211059637224293,3.6173634058618616,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0021751141892275097,2.3180918259774526,3.506006344259507,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0028918700759278143
emobank_SemEval_690,Now it's official: Iraq's a mess,2.18,3.46,-0.4099999999999999,0.2299999999999999,2.7034056913360174,4.361322398563258,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.004051480908541759,2.716511144320901,4.705472031558759,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.005001972815850661
emobank_Uprooted_Farming-on-Sand_1711_1753,Last year's rich loam is now useless sand.,2.3,3.0,-0.3500000000000001,0.0,2.600045204192143,3.294239571268397,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0024465138313890466,2.638801950370068,3.3332436675212422,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0025671840357350735
emobank_SemEval_882,"Attack video saddens ""friendly fire"" widow",1.88,3.37,-0.56,0.185,2.4698403072669364,3.04052773272446,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0012108695354636984,2.416841686987795,3.4868769757791522,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0017686332541755078
emobank_wsj_2465_1041_1137,"An hour later, the paper's circulation manager, Miguel Soler, was shot and killed near his home.",2.0,3.18,-0.5,0.09,3.0723877632337557,6.612214169706521,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 8",0.0039367443910489144,2.7062874643133803,6.345100366331616,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 8",0.003216178941419353
emobank_Nathans_Bylichka_38054_38115,Get out of my sight now – unless you know how to put it back?,2.12,3.63,-0.4399999999999999,0.3149999999999999,2.8614183633385055,4.65413034822043,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.004902904083142342,2.95409453118309,5.426288430369029,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.004785465601523598
emobank_SemEval_920,Dozens killed in Baghdad bombing,2.0,3.62,-0.5,0.31,2.242873204026032,4.4450543570940075,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0012064977840686214,2.495555074150208,4.870828477036334,2,5,"{
  ""valence"": 2,
  ""arousal"": 5
}",0.0019264711247529655
emobank_hotel-california_30137_30157,"“No,” said Adrienne.",2.25,3.5,-0.375,0.25,3.1593975241805157,3.4171278320951095,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0038223563500029267,3.32314433036989,3.868423702149007,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.003153821736377784
emobank_NYTnewswire9_9777_9839,"Three days later, another B-29 from the 509th bombed Nagasaki.",2.33,3.0,-0.3349999999999999,0.0,4.88154898869078,3.9967554038937987,5,5,"```json
{
  ""valence"": 6,
  ""arousal"": 4",0.005200552787533644,5.403938411550766,4.556263860472284,7,4,"{
  ""valence"": 7,
  ""arousal"": 4
}",0.006608909424282657
emobank_110CYL071_246_283,Michael was born with cerebral palsy.,2.14,3.14,-0.4299999999999999,0.07,2.860072410895704,3.1620033216692303,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0033245894676656555,3.895052422092982,4.095759823774874,3,5,"{
  ""valence"": 3,
  ""arousal"": 5
}",0.009694896207404735
emobank_SemEval_679,Gunmen abduct Filipino woman in Nigeria,2.22,3.22,-0.3899999999999999,0.1100000000000001,2.2608993284660794,3.628889923207723,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0009341831785463191,2.5485252521604402,3.8171077489180174,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.002069164936350444
emobank_112C-L015_859_939,Many of the children have no homes; no memories of joy from past holidays.,2.12,3.25,-0.4399999999999999,0.125,2.1978812706454276,3.480155864745418,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0017770884359441924,2.247437689227471,3.9334147182454084,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0016426325827042763
emobank_captured_moments_9076_9083,Enough.,2.3,3.4,-0.3500000000000001,0.1999999999999999,2.438403403161127,1.9871089200300356,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0020456314200167935,2.369292168503285,2.2786551160371973,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0022939537453613066
emobank_A_defense_of_Michael_Moore_19756_19840,"The kid was a little bastard, and the parents were involved in drugs -- case closed.",2.3,3.3,-0.3500000000000001,0.1499999999999999,2.293723544170473,3.0262729849383705,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0015365921841306127,2.29335412379563,3.167213111171418,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0016422569574300785
emobank_hotel-california_30791_30976,"“You could force the captain to set down somewhere. Let us off the ship. If he refuses, threaten him. If he still refuses, well, of all of us, isn't there someone who can drive a ship?”",2.3,3.6,-0.3500000000000001,0.3,5.8159479181341105,4.458820282408543,5,5,"```json
{
  ""valence"": 7,
  ""arousal"": 4",0.009892733486798632,6.114333637922321,4.928351234421307,7,5,"{
  ""valence"": 7,
  ""arousal"": 5
}",0.00965403855729403
emobank_IFAW1_1303_1324,"“stupid, non-feeling”",2.0,3.0,-0.5,0.0,1.939889695630854,2.1415441400120634,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0012311742636799757,1.8183516376480737,2.351547050096902,0,1,"{
  ""valence"": 0,
  ""arousal"": 1
}",0.000907118609892389
emobank_Nathans_Bylichka_37381_37477,“and you’d better pray to whatever god you think will listen that he won’t care we woke her up.”,2.3,3.4,-0.3500000000000001,0.1999999999999999,2.3318846876761423,4.588541338163815,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0025875806979910447,2.563515494871566,4.91683167929321,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0031348152083155324
emobank_Ohio_Steel_10791_10967,"However, to American companies already suffering financial setbacks, outdated machinery, and fierce competition, this lack of demand was an inconvenience they could not afford.",2.3,3.1,-0.3500000000000001,0.05,3.3510939768538996,4.164305099271999,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.006128737952997567,3.6177964830211717,4.122159445094059,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.006786922196787309
emobank_marine1_490_675,"Even today, after years of public outrage, dolphins continue to die in tuna fisheries of other countries and are still being cruelly and often illegally killed by gillnets and harpoons.",2.0,3.2,-0.5,0.1,2.081565870999755,3.571518760477783,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0006099322573387176,2.0895916334295253,2.955552594629938,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0005164521282707482
emobank_sucker_1488_1738,"“a black-themed book will come up for consideration, and there won’t be anyone of color to put in an opinion, or there’ll be one, who shouldn’t bear the burden alone. So we all pretend we’re experts. Maybe I’m the only one who’s embarrassed by that.”",2.33,3.33,-0.3349999999999999,0.165,3.2205294026359264,4.3699060598457224,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.00896791699634679,3.35568123740371,4.637296716185925,3,5,"{
  ""valence"": 3,
  ""arousal"": 5
}",0.008157161972469833
emobank_hotel-california_2985_3092,"The survivors of the unfortunate accidents, the catastrophic malfunctions, the fateful crashes: this is us.",2.33,2.89,-0.3349999999999999,-0.0549999999999999,4.159315935854166,5.220045273380379,5,5,"```json
{
  ""valence"": 7,
  ""arousal"": 5",0.004092237647917819,4.316855424944741,5.372783361740508,3,5,"{
  ""valence"": 3,
  ""arousal"": 5
}",0.005579704704985503
emobank_NYTnewswire9_7912_8038,"At 8:15 a.m. Hiroshima time, the pneumatic bomb-bay doors opened and ""Little Boy,"" equivalent to 20,000 tons of TNT, fell out.",2.0,3.5,-0.5,0.25,3.2635432910294178,4.938692899779722,5,5,"```json
{
  ""valence"": 3,
  ""arousal"": 7",0.004611589421068699,3.194388389018391,3.984048700305709,5,5,"```json
{
  ""valence"": 3,
  ""arousal"": 7",0.005869663365436656
emobank_SemEval_1204,Swiss plane crashes at Moscow airport,2.2,3.0,-0.3999999999999999,0.0,2.3240983758886236,3.4269998637142867,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0017324148263482989,2.5998280361798987,3.7620343117537094,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.002533634620969472
emobank_20020731-nyt_18216_18312,"""There was death in D.C. throughout the '80s and into the '90s, and there was death everywhere,""",2.3,3.1,-0.3500000000000001,0.05,2.6162272095979575,4.746543882521795,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 6",0.004139392687004988,2.7863855194159783,4.854576978941823,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.004891945933894145
emobank_hotel-california_26456_26482,My quarters felt stifling.,2.22,3.11,-0.3899999999999999,0.0549999999999999,2.280873684940102,4.226511601729763,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0018513532064377114,2.2914667297002516,4.927416787884891,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0018286400298082475
emobank_SemEval_846,"Scorpion on a plane, a pantful of pain",2.12,3.12,-0.4399999999999999,0.06,2.4600579651189176,5.421451057711814,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 8",0.00370081348927681,2.4579358326162266,5.64864682636676,2,8,"{
  ""valence"": 2,
  ""arousal"": 8
}",0.0037896317384302955
emobank_hotel-california_18971_19010,We're not even going to leave a legacy.,2.33,2.89,-0.3349999999999999,-0.0549999999999999,2.1084496438535303,2.091735731574837,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.000803148324019146,2.218771735733636,2.383608251759253,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0008862910413508197
emobank_A_defense_of_Michael_Moore_4592_4632,Mustafa was 14 years when he was killed.,2.1,3.1,-0.4499999999999999,0.05,2.4958960187103325,2.852933951693949,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.001805266153098281,2.912259996937957,3.4300104627242014,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0043053607553628975
emobank_Seedbombing_2063_2206,"I found this hard to do while also avoiding cops, dealing with the camera and the car window, scoping out angles of approach for throwing, etc.",2.3,3.2,-0.3500000000000001,0.1,3.6043930383487934,4.202424254562566,5,5,"```json
{
  ""valence"": 3,
  ""arousal"": 5",0.012828979746982707,3.4290322994540166,4.650628640198478,3,5,"{
  ""valence"": 3,
  ""arousal"": 5
}",0.011104508263083665
emobank_SemEval_1086,High cholesterol raises stroke risk healthy women,2.3,2.8,-0.3500000000000001,-0.1,3.5728099057109266,3.8390707609240375,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.007244579703989429,4.319693516297464,3.792500508353084,3,2,"{
  ""valence"": 3,
  ""arousal"": 2
}",0.006814377731196722
emobank_NYTnewswire2_8918_8994,"""This is a criminal act and it certainly puts things in a different league,""",2.0,3.1,-0.5,0.05,2.6906725149967285,3.611683680575682,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0029930430658857057,3.2046846835742797,4.2606590792084305,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.004676790816937833
emobank_Fermentation_HR5034_9996_10126,"The hypocrisy, misleading notions and disinformation being featured at the wholesalers website supporting H.R. 5034 is staggering.",2.0,3.25,-0.5,0.125,2.147408397113666,3.2043502729135076,2,6,"{
  ""valence"": 2,
  ""arousal"": 6
}",0.0011018484403268868,2.049977787965853,3.233375747853702,2,6,"{
  ""valence"": 2,
  ""arousal"": 6
}",0.0013311232907536883
emobank_SemEval_648,Somalia declares state of emergency,2.13,3.62,-0.435,0.31,3.7995358149224026,4.031900514986174,3,5,"{
  ""valence"": 3,
  ""arousal"": 5
}",0.005408749950515847,4.904692629734112,4.890146198830396,3,5,"{
  ""valence"": 3,
  ""arousal"": 5
}",0.010056763627835728
emobank_hotel-california_17786_17818,"“That's still dumb,” said Sarah.",2.2,3.2,-0.3999999999999999,0.1,2.393033345360385,2.946015242678569,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0011375782140878002,2.509770527409749,3.607892410592084,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0013891146488226906
emobank_cable_spool_fort_8516_8674,"""I thought he might stab you."" Roy said and craned his neck forward to look at Tucker's face as the other boys began to crowd around at a respectful distance.",2.3,3.4,-0.3500000000000001,0.1999999999999999,3.3804493246261997,4.313892790723882,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0067206114771656755,3.824506578082748,4.492503506619711,3,5,"{
  ""valence"": 3,
  ""arousal"": 5
}",0.007053309049236155
emobank_hotel-california_33279_33299,I couldn't find her.,2.11,3.11,-0.445,0.0549999999999999,2.5603958522550623,2.7280355809622865,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0014471516637051185,2.5677604652671366,3.588895376920601,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0014206247982516587
emobank_The_Black_Willow_10749_10795,"I would not be happy, thus separated from it.""",2.2,3.2,-0.3999999999999999,0.1,2.6366819564992516,2.8299464472500566,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0022625412950635884,2.57292578101356,3.012605658537105,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.002544070273808498
emobank_NYTnewswire7_1802_1854,"But in some areas, the seabass are being overfished.",2.3,3.0,-0.3500000000000001,0.0,3.291850530815319,3.5829618471089275,5,5,"```json
{
  ""valence"": 3,
  ""arousal"": 5",0.004832798024531106,4.226014920709266,4.068042497964685,3,4,"{
  ""valence"": 3,
  ""arousal"": 4
}",0.009194512061054332
emobank_cable_spool_fort_116_125,You suck.,1.6,3.9,-0.7,0.4499999999999999,1.9911428868270873,2.359691495100797,0,1,"{
  ""valence"": 0,
  ""arousal"": 1
}",0.0013653476255502692,1.820190620520487,2.9860337195078026,0,1,"{
  ""valence"": 0,
  ""arousal"": 1
}",0.0009692056622478904
emobank_detroit_9593_9753,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",2.3,3.8,-0.3500000000000001,0.3999999999999999,4.305804600073414,4.95405722879165,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.003481835106768616,4.981478930475236,4.718260026746235,8,7,"{
  ""valence"": 8,
  ""arousal"": 7
}",0.003783331470950913
emobank_cable_spool_fort_115_137,"""You suck."" Chad said.",2.1,3.8,-0.4499999999999999,0.3999999999999999,1.9818605024569504,2.9861079147102227,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0012371152185096284,2.0351947941375887,3.6186954742038138,0,1,"{
  ""valence"": 0,
  ""arousal"": 1
}",0.0009461850014141467
emobank_easy_money_6254_6342,Or maybe this guy was just a wacko who wanted to take me out on a dark road and kill me.,2.0,3.7,-0.5,0.3500000000000001,2.230548705042778,4.735224847231703,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 7",0.0016409740446828116,2.211171841973235,5.092946610167835,2,8,"{
  ""valence"": 2,
  ""arousal"": 8
}",0.0014349108588381932
emobank_audubon1_60_76,I’m outraged ...,1.63,3.91,-0.685,0.455,3.5139873930627052,4.21832207323176,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.004179695753613993,2.840464942269143,6.134867134319432,2,8,"{
  ""valence"": 2,
  ""arousal"": 8
}",0.0032776806509552457
emobank_detroit_15207_15294,"You want to yell at which insurance company fucked up, or change a bedpan, so to speak?",2.1,3.8,-0.4499999999999999,0.3999999999999999,3.844977613003477,4.161779461655382,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.006554423969404504,4.172074473432586,4.888276165947532,3,5,"{
  ""valence"": 3,
  ""arousal"": 5
}",0.007520799611600102
emobank_Nathans_Bylichka_56572_56622,Hands closed on my neck and I felt my spine crack.,1.9,3.8,-0.55,0.3999999999999999,2.6399190773366827,6.507912939614381,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 8",0.0020661241558139936,2.770350971425712,6.7938430556590275,2,8,"{
  ""valence"": 2,
  ""arousal"": 8
}",0.0022416366482754155
emobank_The_Black_Willow_12929_13034,"""What in G-d's name could have possessed you to do such a thing,"" cried Arthur, nearly raising his voice.",2.3,3.8,-0.3500000000000001,0.3999999999999999,2.9364076219866977,4.2221312708961625,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.004295502787170754,3.049809174046351,4.52012315831143,5,5,"```json
{
  ""valence"": 3,
  ""arousal"": 5",0.003736640469921504
emobank_Madame_White_Snake_3473_3497,“disturbed and agitated”,2.12,4.0,-0.4399999999999999,0.5,2.3129546739404963,5.318140184091921,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 8",0.002414424627159368,2.1024391437929384,6.723972778462044,2,8,"{
  ""valence"": 2,
  ""arousal"": 8
}",0.00040659482723839874
emobank_audubon1_7282_7287,“NO!”,2.0,3.89,-0.5,0.445,2.465456023238002,2.505136089365104,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0021561147187075793,2.2099551402348228,4.279455846136934,2,8,"{
  ""valence"": 2,
  ""arousal"": 8
}",0.0014184090339132772
emobank_Nathans_Bylichka_37816_37828,he screamed.,2.22,3.78,-0.3899999999999999,0.3899999999999999,2.481419431655532,5.738141805375306,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 8",0.0014092759528297328,2.639873680860405,6.8346381408496,2,8,"{
  ""valence"": 2,
  ""arousal"": 8
}",0.0013538479333413552
emobank_Homosexuality_5297_5340,They also do not belong in a court of law!”,2.18,4.0,-0.4099999999999999,0.5,2.963923931064415,2.3752793128186735,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.002009676044816568,2.9149199470793556,2.837525250636008,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.002230761965538315
emobank_Nathans_Bylichka_11578_11605,That just unnerved me more.,2.0,3.8,-0.5,0.3999999999999999,2.634617903076923,3.5783372271513367,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0026742710210177793,2.545759896594683,5.55748588040738,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0019906524842588794
emobank_detroit_4319_4400,"We didn't slow down to take a photo, but I'll paraphrase: DON'T BURN HOUSES DOWN!",2.1,4.1,-0.4499999999999999,0.5499999999999998,3.7469880895672367,5.128106765952192,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 8",0.006295577433114882,3.7970739377141878,5.4063170421821445,2,8,"{
  ""valence"": 2,
  ""arousal"": 8
}",0.0063924103837021285
emobank_defenders5_2473_2623,They are utterly out of step with their Alaska constituents ... the state agency that manages Alaska wildlife ... and the rest of the American public!,2.3,3.7,-0.3500000000000001,0.3500000000000001,2.3490076134432774,3.278211310507779,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.002509468439866393,2.0874601067808536,3.1052958853960733,5,5,"{
  ""valence"": 2,
  ""arousal"": 0.5",0.0018721900459141162
emobank_Nathans_Bylichka_57890_57977,"Rachel, her clothes torn and her face drawn, looked like she might cry when she saw me.",2.33,4.0,-0.3349999999999999,0.5,2.49097565636235,5.221710873159759,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0027793722198750123,2.4316042041670873,5.641100941165072,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0018090620629215575
emobank_SemEval_640,Firms on alert for letter bombs,2.2,3.8,-0.3999999999999999,0.3999999999999999,4.218586349361283,4.3576715182025,3,5,"{
  ""valence"": 3,
  ""arousal"": 5
}",0.007406294812004775,5.084067496814278,4.857713404034857,3,5,"{
  ""valence"": 3,
  ""arousal"": 5
}",0.011366336780120405
emobank_hotel-california_22389_22419,Fact: Adrienne intimidated me.,2.0,3.67,-0.5,0.3349999999999999,2.326274847516179,3.7089544642918972,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0017235858898993043,2.4501057540510214,4.267544384178135,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0020665998718537443
emobank_Ohio_Steel_19152_19222,Black Monday was a devastating blow to an entire generation of people.,2.0,3.72,-0.5,0.3600000000000001,1.988344192104159,4.795340331891385,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 8",0.0018486172502088607,2.0956172374273505,5.061496555836047,2,8,"{
  ""valence"": 2,
  ""arousal"": 8
}",0.0023828795879983077
emobank_Nathans_Bylichka_38047_38053,Fools!,2.25,3.75,-0.375,0.375,2.447887935541977,2.6343582158882746,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0017330078496731116,2.3394710204177196,3.032967058513869,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.0018381989995487093
emobank_SemEval_215,Toddler died from E. coli tainted spinach,1.62,3.75,-0.69,0.375,2.557952810056414,5.645274334313116,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 8",0.004223458526248675,2.352986876148142,5.111636454012264,2,3,"{
  ""valence"": 2,
  ""arousal"": 3
}",0.002165158620025997
emobank_captured_moments_28049_28065,"""Never,"" I said.",2.25,3.88,-0.375,0.4399999999999999,2.7167044516925785,2.6220808227556605,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.002147878392781479,2.9590061572260615,3.0429878102647656,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.002920525373001447
emobank_captured_moments_5506_5538,"I hate it, despise it, abhor it!",1.3,4.4,-0.85,0.7000000000000002,2.0554467733174464,4.189007929983331,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 3",0.0026798071776158137,1.7900228750293132,4.7825444266669015,0,1,"{
  ""valence"": 0,
  ""arousal"": 1
}",0.0018744720429822086
emobank_hsus4_1520_1565,needless deaths that could have been stopped!,1.7,3.9,-0.65,0.4499999999999999,6.998902332781,4.400869263227366,5,5,"```json
{
  ""valence"": 7,
  ""arousal"": 3",0.0009654997396149334,5.368626278870265,4.690410366114754,8,3,"{
  ""valence"": 8,
  ""arousal"": 3
}",0.0022487351912062804
emobank_A_defense_of_Michael_Moore_11775_12045,"This booing by the crowd, not mentioned with a single word in your transcript or your article, shows that the crowd was fully aware of the controversy they would cause by coming to Littleton after children were being killed there -- and they effectively said ""Fuck you"".",1.7,3.7,-0.65,0.3500000000000001,5.574358800497048,5.5948608257924075,5,5,"```json
{
  ""valence"": 8,
  ""arousal"": 7",0.0032983129705388605,4.1732299477749795,5.51252561090518,2,8,"{
  ""valence"": 2,
  ""arousal"": 8
}",0.004595023535881871
emobank_captured_moments_34911_34954,I threw a chair at him.,1.8,4.0,-0.6,0.5,2.688740904537286,5.57400175148974,5,5,"```json
{
  ""valence"": 2,
  ""arousal"": 8",0.003266255957224581,2.5258212695776,6.113195001264456,2,8,"{
  ""valence"": 2,
  ""arousal"": 8
}",0.0021828016872068434
