id,text,human_writer_v,human_writer_a,human_writer_d,human_reader_v,human_reader_a,human_reader_d,w_ev,w_ea,w_ed,w_gv,w_ga,w_gd,w_p555,r_ev,r_ea,r_ed,r_gv,r_ga,r_gd,r_p555,s_ev,s_ea,s_ed,s_gv,s_ga,s_gd,s_p555
112C-L012_1625_1768,Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.,3.0,2.67,2.67,3.2,3.0,2.8,5.429837910404053,6.3199957776110445,5.873846538709674,5,5,5,0.05360054919406987,5.324135763969322,5.92831811121324,5.435666282650441,5,5,5,0.07309611967364547,5.457059587592412,6.407783919396405,5.610822372144115,5,5,5,0.04500505826376119
112C-L012_409_634,"To help them establish themselves in the community, the Pleasant Run Emancipation fund was begun in 1993 by private donors who wanted to provide a measure of financial support for those leaving our programs.",3.2,3.0,3.4,3.2,3.0,3.2,5.395361599497732,6.042102350514579,5.3740781115647,5,5,5,0.09657236404803318,5.300065502812453,5.7792375684111095,5.0603286885841765,5,5,5,0.10322798450067436,5.4598822226035555,6.324973023214736,5.324264690277037,5,5,5,0.07927447820338865
112C-L013_1130_1256,"Today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse.",2.6,3.0,2.8,2.6,3.2,3.0,5.688635645102681,6.487632149460232,5.843997962509814,5,5,5,0.05706111622458208,5.44944821263889,6.257954546999396,5.502615356153843,5,5,5,0.0681061769579987,5.531169737108594,6.423051712293338,5.441171832683388,5,5,5,0.051791479531308776
112C-L013_156_252,"Little ones, like Baby Jessica, caught in the struggle between adoptive and birth parents.",2.67,3.0,3.0,3.0,3.0,3.0,5.206431366959863,5.833559424990613,5.266786555220636,5,5,5,0.09585445925419475,5.204673713099219,5.609646353310384,4.9279353548365386,5,5,5,0.09990159813742909,5.182168985986298,5.941604366683242,4.991737464168252,5,5,5,0.0803146652112303
112C-L013_973_1053,Pleasant Run Children's Homes began serving children nearly 130 years ago.,3.0,3.2,3.2,3.2,3.2,3.6,5.415708751893039,6.059641285807806,5.535193225890277,5,5,5,0.10151968940062332,5.360158377619708,5.78588561010054,5.178830660045037,5,5,5,0.10880353620747903,5.506617052394063,6.273289229583109,5.270465394746914,5,5,5,0.09017041652256477
112C-L014_1144_1226,"They leave Pleasant Run, generally, ready and able to contribute to society.",3.4,3.2,3.4,3.4,2.8,3.2,5.581063761874589,6.233072811907229,5.642454583703753,5,5,5,0.10007073473134337,5.405621325379728,5.707019068703496,5.143978386470039,5,5,5,0.13608023779675052,5.589410814318568,6.359194075250639,5.471021382584591,5,5,5,0.09226203198263029
112C-L014_18_31,"June 26, 1995",3.0,2.75,3.0,3.0,2.17,2.67,5.416612698456828,6.2719128431035704,5.794384574315295,5,5,5,0.08173791238055664,5.240777388093884,5.7078537799615985,5.272565930215744,5,5,5,0.11388862951573299,5.468107165183561,6.299965611153026,5.518106423510058,5,5,5,0.06789313644372018
112C-L014_195_327,"Federal, state and local governments are freezing or withdrawing much-needed funding sources for people who are truly in need.",3.0,2.5,2.75,3.2,3.2,3.2,5.273358029554337,5.175391323493657,5.377515102954916,5,5,5,0.1021583916131117,5.141599745624284,5.09341665141392,5.0296785592961655,5,5,5,0.10541090408692487,5.310789283217061,5.279065872767212,5.107774482630949,5,5,5,0.10227099115781273
112C-L015_1147_1188,It may help a family stay together.,3.4,3.2,3.0,3.2,3.0,3.0,5.445073926353145,5.8173370939284545,5.34708101461038,5,5,5,0.09690069057643054,5.327066825017516,5.509954757186108,4.918781116465091,5,5,5,0.10349170239559609,5.435982508745364,5.962577539735699,5.222882183340827,5,5,5,0.08283701222665373
112C-L015_1682_1813,Let our families and children know that you want them to have the same kinds of memories of the holidays you will have.,3.4,3.2,3.0,3.4,2.6,3.0,5.7273428475965895,6.973677360961214,6.571157732410557,5,8,7,0.03583557968765809,5.525369061340711,6.551378904438793,6.053437716787252,5,7,5,0.05828743799026142,5.772522358149278,7.2164700764881955,6.537797624233318,5,8,7,0.023022943369935978
112C-L015_18_47,Dear Friends of Pleasant Run:,3.0,3.2,3.0,3.0,3.0,3.0,5.3843902162953,6.056198728958196,5.733351438449299,5,5,5,0.0808404778839938,5.253095789396068,5.706299552391208,5.4034280009205435,5,5,5,0.09941859071487313,5.498638918166619,6.336218084203536,5.531136213050454,5,7,5,0.06008022532757094
112C-L016_1321_1331,"Sincerely,",3.2,2.8,3.2,3.2,2.8,3.0,5.425267673252932,6.047306836782932,5.7606735505179465,5,5,5,0.09213833984463629,5.317999280248384,5.745769905031981,5.4082956097554185,5,5,5,0.09857194280764695,5.63228914898426,6.273649098613671,5.61069403082137,5,5,5,0.067918204624397
112C-L016_805_903,They do not have the resources necessary to purchase gifts or food for a holiday meal.,2.75,3.0,3.0,2.2,2.6,2.6,4.989382701269756,4.950334434988722,4.849867502582903,5,5,5,0.13992818162568188,4.979234696719298,4.80610388860469,4.501470667429701,5,5,5,0.11949908625623226,4.945447219906397,4.86858469413802,4.613266779081023,5,5,5,0.1141207934841588
113CWL017_1596_1640,You can make a difference in a child's life.,3.6,3.4,3.2,3.0,3.0,3.0,5.541880445872051,6.594417862110546,5.978758803918744,5,7,5,0.054615590312838934,5.381490126766032,6.148249536793129,5.470945147812547,5,5,5,0.08504617619490012,5.587211846641467,6.728561090708444,5.862871737862725,5,8,7,0.04324930557654705
113CWL017_18_64,"June 1, 1998 BOYS & Girls Club OF INDIANAPOLIS",3.0,3.0,3.25,3.0,3.0,3.0,5.483873751959797,6.621573887886166,5.827427983082942,5,7,5,0.06331764390958419,5.250845161688227,6.224623340567743,5.310861563168462,5,5,5,0.08223780418329768,5.480828641565735,6.779567510802071,5.635970053924499,5,7,5,0.050051287117338764
113CWL017_924_1027,Please read the enclosed brochure for more information on the wonderful Super Summer Safari Camp!,3.2,3.2,3.2,3.2,3.2,3.2,5.505002755673074,7.095538656192086,5.832360577150465,5,8,7,0.03924233459737604,5.458308452923717,6.781938556331131,5.48134758301953,5,7,5,0.052290765480811394,5.573709091218962,7.368434700466194,5.589961904203399,5,8,5,0.024136354353399475
114CUL057_1539_1549,Questions?,3.0,3.0,2.8,3.0,3.4,3.4,5.179200513574548,5.636256900043612,5.440940055802167,5,5,5,0.11810906623904999,5.091052281445471,5.3132037306230036,5.067516996037854,5,5,5,0.12179696683126998,5.191566702352828,5.399614435901777,5.077270567517273,5,5,5,0.08771438420027863
114CUL057_214_357,"Saturday, September 20,1997, from 2:00 p.m. until 7:00 p.m., marks a special day, as Jameson Camp will hold its first ever Jameson Grill.",3.0,3.0,3.2,3.4,3.4,3.0,5.453539567012615,6.143430641656911,5.905508836385467,5,5,5,0.06354709882458788,5.340372172234332,6.032477743464438,5.569363823658942,5,5,5,0.07593400867614424,5.556755073052395,6.304403983323322,5.716971299977693,5,5,5,0.055635871495187755
114CUL057_74_207,"The only fund raising event in the world where you can bring your entire family, other employees, or maybe even your neighbors.",3.0,3.0,3.2,3.6,2.2,2.6,5.695461324304026,6.997283137175796,6.207396158389226,5,8,7,0.04153897631360996,5.4785249133830165,6.512436123245699,5.617561864373042,5,5,5,0.06432728944846729,5.687888632415041,7.095696571465885,5.887029706650154,5,8,7,0.04464278980860901
114CUL059_1731_1735,P.S.,3.0,2.33,3.0,3.0,3.0,3.0,5.183856639215289,5.853246989153147,5.445023658118218,5,5,5,0.10826221669061742,5.068163542275503,5.506420685689054,5.075422999875427,5,5,5,0.11252969898815725,5.190937378923943,5.849810833662115,5.170861683660204,5,5,5,0.08806547884935483
114CUL060_783_845,"And not just during the summer, but throughout the year.",3.0,2.67,3.0,3.0,3.0,3.0,5.490431375816451,6.183089838170859,5.675740910831897,5,5,5,0.10231666932601399,5.380088329711439,5.853771849941374,5.283452274998142,5,5,5,0.11130138462465533,5.5302963228971525,6.219090162952039,5.375661686411779,5,5,5,0.08845396348642728
115CVL035_1201_1335,"The end result will be kids who have a better understanding of and vision for their own future, be it college or a career.",3.4,3.2,3.2,3.4,3.4,3.6,5.618128952922872,7.130064802328471,6.673184307688125,5,8,7,0.03748772949318919,5.516857782551382,6.537610173936063,5.988523876783164,5,5,5,0.06864928219240082,5.755534785940178,7.291860433901668,6.64060030289107,5,8,7,0.0344096713370646
115CVL036_1616_1741,I know that our staff and committee members will be happy to go with you to talk to these group if you need their help.,3.0,3.0,3.2,3.0,3.0,3.0,5.428433309673637,5.692481844440629,5.27901825562464,5,5,5,0.11583913525326266,5.404070549714284,5.4631305929003675,4.997943823119819,5,5,5,0.12037571932517589,5.602295846861916,6.007690778087767,5.3807976006474565,5,5,5,0.09363315801296142
115CVL036_1742_1858,We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts.,3.4,3.4,3.6,4.2,4.0,4.0,5.517401283076932,5.790745765835447,5.43518379290637,5,5,5,0.1231194659898793,5.315292109591763,5.29935332971848,5.074382326479697,5,5,5,0.14849898771656034,5.535875120894552,6.01194873950671,5.340019711833698,5,5,5,0.1180129676351616
115CVL037_18_31,"July 30, 1999",3.0,3.0,3.0,3.0,3.0,3.0,5.463500099345979,6.405721099013907,5.897606106483886,5,5,5,0.06807012687523978,5.301652411864349,5.800826717669031,5.37819440128545,5,5,5,0.09951962055332454,5.5510200774996274,6.483123093854806,5.6396174178984095,5,7,5,0.05163627211980687
115CVL037_2285_2424,"Your gift will enable CCI to provide these and other necessary services at a neighborhood level, face-to-face, where it counts.",3.8,3.2,3.4,3.2,3.0,3.2,5.513153133650956,6.499584281481943,5.878749796388117,5,7,5,0.050302442405456546,5.456215146711554,6.1227142591206105,5.434764324468525,5,5,5,0.06476541653882946,5.669879807785671,6.605884317321796,5.638807975423899,5,7,5,0.04330927484211304
115CVL037_38_48,Dear Name:,3.0,2.5,2.5,3.0,2.6,3.2,5.395616550997384,6.070361936961584,5.83292574615851,5,5,5,0.07022225234800872,5.27647182132062,5.76268984902195,5.462571408724875,5,5,5,0.08467370118142034,5.563965129032986,6.285170562847,5.653029625548665,5,7,5,0.051639241788331375
115CVL037_946_1017,"Social Development and Recreation for children, youth and adults.",3.75,3.5,3.75,3.4,3.2,3.2,5.40323158730828,6.333757683760034,5.769317601501557,5,7,5,0.07335059705892504,5.349474245920833,6.008283297095883,5.467919648978323,5,5,5,0.1023145421636346,5.459989760499844,6.4540681776748015,5.578116365458458,5,7,5,0.06024702201768961
116CUL032_1095_1211,"As a provider of youth services, MCCOY, Inc. is here to support your valuable efforts to develop young people.",3.2,3.0,3.2,3.33,3.0,3.0,5.699215338554525,6.7277041011537175,5.792813824648221,5,7,5,0.04745748144559975,5.5109435971314,6.253000355245612,5.349497371891716,5,7,5,0.07059098111372811,5.743110564249648,6.973196736824284,5.490216644699382,5,7,5,0.033596277850438845
116CUL032_1212_1431,"Recently, through a lot of hard work and alliances with organizations like yours, some steps have been taken in our community that will help young people continue to be involved in positive activities.",3.2,3.2,3.2,3.75,3.0,3.0,5.627045024922299,6.5644140896168155,5.744395651189398,5,5,5,0.06535480418632668,5.417290594104925,5.976952963276214,5.205593678894949,5,5,5,0.109450219518886,5.633311395491102,6.81376730822222,5.51067452475901,5,5,5,0.06062961205728479
116CUL032_1432_1598,"One, IndyGo in April adopted a much-needed policy that all young people under the age of 19 may ride on their buses at half the normal fare all year long.",3.2,3.0,3.0,3.2,2.6,2.8,5.587551729428602,6.651685009971353,6.347811878474098,5,5,5,0.057256835773430624,5.425381416980176,6.247662824046731,5.7619982036139055,5,5,5,0.08532886617445858,5.448993931284187,6.595396526551326,5.94887364615733,5,5,5,0.07690326376397842
116CUL033_1389_1561,I have enclosed a packet of information about MCCOY and its work as well as an application with various options for supporting the youth of our community.,3.0,3.0,3.0,3.2,3.0,3.0,5.4656587777130055,6.1297845296462885,5.679078209289031,5,5,5,0.0992793398694533,5.369049602569276,5.881066820520869,5.332825903900979,5,5,5,0.10833503288840655,5.4986734371068575,6.24627369831982,5.375233196129697,5,5,5,0.10184692153648535
116CUL033_1704_1775,I will call you in a few weeks to discuss your level of interest.,3.0,3.2,3.6,3.4,3.4,3.4,5.212111126164693,5.51239253004157,5.3878721407017425,5,5,5,0.15897601290935903,5.236121855881947,5.270238377307789,5.066464572951106,5,5,5,0.17032495155458754,5.3316037560496445,5.6410893391033,5.259833821766863,5,5,5,0.11739068958053855
116CUL033_259_497,"As you begin that process this year, I would like to ask you to consider helping young people in Marion County toward more positive youth development by becoming a supporter of the Marion County Commission on Youth, Inc.",3.25,3.0,3.0,2.5,2.5,3.5,5.392649640548129,6.243669055100053,5.754063907315076,5,7,5,0.057901504447968134,5.305755618948148,5.992140558960836,5.50546267624334,5,5,5,0.06937918162673372,5.414170229121042,6.441967230875507,5.575706228284003,5,7,5,0.039036983878667456
116CUL034_2423_2505,McCoy has only one interest: the well being of Marion County's young people.,3.0,2.8,3.0,3.0,2.75,3.0,5.480297973149987,6.90685982861314,6.131241433049543,5,8,7,0.03755171966494154,5.360849498069337,6.394022560931261,5.558923807307213,5,7,5,0.06164595654512393,5.507634106544587,7.125516261094074,5.84522557917719,5,8,7,0.030034069314620212
116CUL034_328_548,"It retained, however, the same mission with which it had been charged from its inception: to serve as a catalyst for effective, coordinated, and collaborative service delivery to youth in our community.",3.0,3.0,3.33,3.2,2.8,2.8,5.486420409020978,7.1122841559564085,6.40459621229204,5,8,7,0.04270958599853824,5.394391490779286,6.726095937081458,5.984736738312085,5,7,5,0.062095728921043356,5.58487518501016,7.18050831195489,6.182421853985543,5,8,7,0.04221723392326351
116CUL034_4602_4655,John T. Neighbours Philip B. Roby President Treasurer,3.0,3.0,3.0,3.0,3.0,3.0,5.356739329927597,6.207103379156695,6.0156008387193145,5,5,5,0.07508560219859453,5.278853677572018,5.846081819451268,5.5942944469973,5,5,5,0.10219173581471824,5.492730869912509,6.290208235309466,5.968524756727842,5,5,5,0.06457672386115391
116CUL034_72_82,Dear Name:,3.0,3.0,3.0,3.0,2.4,2.6,5.395616550997384,6.070361936961584,5.83292574615851,5,5,5,0.07022225234800872,5.27647182132062,5.76268984902195,5.462571408724875,5,5,5,0.08467370118142034,5.563965129032986,6.285170562847,5.653029625548665,5,7,5,0.051639241788331375
116CUL034_979_1118,A Providers Council and a Youth Coalition are building relationships that will hopefully bear great fruit in the years to come.,3.33,3.0,3.33,3.8,3.2,3.0,5.549589278096235,5.997681953670112,5.411318869562797,5,5,5,0.10758717029032022,5.330883621444699,5.739897417248493,5.11088383795034,5,5,5,0.11530249812466299,5.540685021106503,6.2441907834832735,5.323757671059087,5,5,5,0.09504007906062792
117CWL008_1187_1350,One of us will call you to discuss how your company can become an important highly visible partner with the JCC in support of our scholarship programs.,3.0,3.25,3.5,3.2,3.0,2.8,5.56153404214028,6.554661309115732,6.094860446098939,5,5,5,0.0711370782178965,5.429739247470916,6.372836522232278,5.630216998851207,5,5,5,0.07027452950325172,5.628721637810902,6.653235899058915,5.773252681915427,5,5,5,0.07325574167610693
117CWL008_1449_1499,Thank you in advance for your consideration.,3.6,3.4,3.2,3.6,2.8,3.2,5.293950797834063,5.536866264242833,5.430376030770095,5,5,5,0.1672386260390701,5.216117220990951,5.277209914495783,5.153157365776235,5,5,5,0.1517728597979092,5.411998706216285,5.6929123400051616,5.314908266971436,5,5,5,0.13477204064832382
117CWL009_1602_1650,"Judy Laikin, Chair Auction '99 Sponsor Committee",3.0,2.6,3.0,3.2,3.2,3.2,5.321111490505972,6.233457914269233,5.843152310353382,5,5,5,0.07714670720235203,5.2360329096877525,5.9273695059922265,5.385275302094719,5,5,5,0.10613162507261992,5.477650570871427,6.384476142378076,5.719796710429685,5,5,5,0.06503053163956315
118CWL048_1493_1549,But caring adults like you can reach out and help.,3.4,3.2,3.2,3.4,3.4,3.4,5.455720031378282,6.188971023878124,5.507709972994101,5,5,5,0.06869427083739275,5.352232892728981,5.839615875058488,5.104011451034837,5,5,5,0.09137763989870006,5.612560885844483,6.480417629210058,5.445837244984547,5,7,5,0.04653564772611042
118CWL048_345_468,Big Sisters helps bridge that gap by providing children with the resources they need -- Big Sisters volunteers.,3.33,3.0,3.67,3.33,3.0,3.0,5.7039089998813735,6.687542045341614,5.592052023543386,5,7,5,0.05072623416284622,5.5578319064598345,6.417038134222559,5.146140086327425,5,7,5,0.053946677219526756,5.735885494907206,6.902371071607498,5.384364261846702,5,7,5,0.03643780848255321
118CWL049_1256_1327,"Today, we are offering you the opportunity to help change a life.",3.6,3.8,3.6,3.5,3.0,4.0,5.8050852651161495,6.815820113713717,6.093841001923481,5,7,5,0.03877013180793168,5.606329000589531,6.487485059174491,5.636256678548884,5,7,5,0.05815904302234566,5.831256933777254,6.921791339756027,5.7479087480940745,7,8,5,0.03001340419437059
118CWL049_1659_1850,"As a Matchmaker you will receive a description of ""your match"" and be identified as a Matchmaker on a plaque in the Big Sisters office, in the agency newsletter and annual report.",3.4,2.8,3.6,3.33,2.67,3.33,5.5210527198011,6.60405948852616,5.853943300240462,5,5,5,0.06159248996244693,5.356934064000168,6.338407829895029,5.275469013322737,5,5,5,0.06694220322172341,5.663237184465878,6.802041740319154,5.685613621988413,5,5,5,0.04396767891439853
118CWL049_1975_2035,Over 235 girls are currently waiting for a Big Sister.,2.67,3.0,2.67,3.0,3.0,3.0,5.563545295423791,6.382099677689968,5.87072811813533,5,5,5,0.06248686346075191,5.410324714770523,6.144941390741135,5.414121260474882,5,5,5,0.07814578757025023,5.5483355078656,6.358434844839993,5.6252058401631855,5,5,5,0.0715391299717395
118CWL050_1405_1497,"Former Little Sister Amy, now 18-years old, is a testament to the Big Sisters program.",3.2,3.2,3.0,3.5,3.0,3.0,5.72239750119235,6.857492523113471,6.284665153980213,5,8,7,0.03284208522206703,5.457445204261759,6.43158804597865,5.6709480867712125,5,7,5,0.05016489044868003,5.670783437761738,6.930207925495257,5.981562662922399,5,8,7,0.030898823998645117
118CWL050_1504_1554,"""I was matched with my Big Sister in June of 1992.",3.2,3.0,3.2,3.4,3.0,3.2,5.5633307885554295,6.519139571924,5.947036772623345,5,5,5,0.07405669901462758,5.426056009160032,6.10706670520906,5.422678130449523,5,5,5,0.1044631136610792,5.521300126921282,6.5793825804155315,5.692173775537171,5,5,5,0.07531569759349539
118CWL050_1555_1665,"Since then, she and I have grown very close and I have been able to experience lots of new things.",3.4,2.8,3.2,3.8,3.2,3.2,5.923079155969842,6.70238673694279,5.624746456700484,5,7,5,0.04858120794925824,5.619597799390332,6.208585608910585,5.169823333576563,5,5,5,0.08004131493825294,5.85882341401653,6.744412441661416,5.411185797521726,5,7,5,0.047546763749340255
118CWL050_1666_1826,"We go to movies, dinner, concerts, and other stuff like that, but I have also been able to participate in charity events and fundraiser type things.",3.0,2.8,3.2,3.4,2.6,3.2,5.721281194275471,6.758207363395924,5.7108995783224445,5,7,5,0.04289433137890507,5.518129210924879,6.5632658042396805,5.3824666847907325,5,7,5,0.05589342595205787,5.719853197294698,6.984696973789032,5.552158126113333,5,7,5,0.03831040382039132
118CWL050_2742_2992,"It will also be used to help maintain the infrastructure that fosters and supports the development of effective relationships, including volunteer orientation and training and ongoing supervision and support by a professional staff.",3.0,2.8,3.0,3.5,3.0,3.5,5.531286707583008,6.415401521607896,5.74597108111014,5,5,5,0.081656923340541,5.4566746697057456,6.028810350662557,5.339992012067628,5,5,5,0.10560686644194656,5.591738332148116,6.43233538015358,5.344312688174696,5,5,5,0.08370462252048096
119CWL041_39_64,"Name Address City, ST Zip",3.0,2.6,3.0,3.0,3.0,3.0,5.250534409589294,5.956577749422474,5.725801336983379,5,5,5,0.10239560804898971,5.159583244346704,5.613101324929389,5.283648038778358,5,5,5,0.12244916148676903,5.333610727829891,5.952977080441597,5.383755474088955,5,5,5,0.09163634301035818
119CWL041_424_593,"The Urban Mission Branch is reaching out to middle school youth with programs based on caring, honesty, respect and responsibility for themselves and others.",3.2,3.0,3.0,3.67,3.33,3.67,5.4832116916005,6.642014469423877,5.863333327473022,5,7,5,0.060257331985956696,5.408417592262983,6.274684284726202,5.439310178375219,5,7,5,0.08270226571363522,5.549826339016954,6.8162882788361845,5.514876136611048,5,7,5,0.05367989224399821
20000410_nyt-NEW_81_280,"The Iraqi government has agreed to let U.S. Rep. Tony Hall visit the country next week to assess a humanitarian crisis that has festered since the Gulf War of 1990, Hall's office said Monday.",3.0,3.0,3.2,2.8,2.8,2.8,5.5573587978907835,6.238306008615159,5.875713636598346,5,5,5,0.07246014728449719,5.46508247576814,6.082464371309697,5.432402468573413,5,5,5,0.08021259409326569,5.633092456192434,6.633561440543427,5.8466078880511905,5,5,5,0.05815906957404381
20000419_apw_eng-NEW_1062_1183,"Iraq says the United States and Britain hold up delivery of needed supplies, using their clout in the United Nations.",2.8,3.2,3.6,2.0,3.5,3.5,5.546271574297626,6.203806850528805,6.122930504907843,5,5,5,0.06520068028487978,5.339283987408811,5.890604425674629,5.452436404855652,5,5,5,0.09280568274342228,5.515710547351036,6.435349092010227,6.0237312135130985,5,5,5,0.06899406390118402
