id,split,V,A,D,text,V_scaled,A_scaled,v_cell,a_cell,stimulus_id
SemEval_920,dev,2.0,3.62,3.13,Dozens killed in Baghdad bombing,-0.5,0.31000000000000005,0,1,emobank_SemEval_920
hotel-california_30137_30157,train,2.25,3.5,3.5,"“No,” said Adrienne.",-0.375,0.25,0,1,emobank_hotel-california_30137_30157
NYTnewswire9_9777_9839,test,2.33,3.0,2.67,"Three days later, another B-29 from the 509th bombed Nagasaki.",-0.33499999999999996,0.0,0,1,emobank_NYTnewswire9_9777_9839
110CYL071_246_283,test,2.14,3.14,2.86,Michael was born with cerebral palsy.,-0.42999999999999994,0.07000000000000006,0,1,emobank_110CYL071_246_283
SemEval_679,train,2.22,3.22,2.56,Gunmen abduct Filipino woman in Nigeria,-0.3899999999999999,0.1100000000000001,0,1,emobank_SemEval_679
112C-L015_859_939,train,2.12,3.25,2.75,Many of the children have no homes; no memories of joy from past holidays.,-0.43999999999999995,0.125,0,1,emobank_112C-L015_859_939
captured_moments_9076_9083,train,2.3,3.4,3.5,Enough.,-0.3500000000000001,0.19999999999999996,0,1,emobank_captured_moments_9076_9083
A_defense_of_Michael_Moore_19756_19840,train,2.3,3.3,3.1,"The kid was a little bastard, and the parents were involved in drugs -- case closed.",-0.3500000000000001,0.1499999999999999,0,1,emobank_A_defense_of_Michael_Moore_19756_19840
hotel-california_30791_30976,train,2.3,3.6,3.4,"“You could force the captain to set down somewhere. Let us off the ship. If he refuses, threaten him. If he still refuses, well, of all of us, isn't there someone who can drive a ship?”",-0.3500000000000001,0.30000000000000004,0,1,emobank_hotel-california_30791_30976
IFAW1_1303_1324,test,2.0,3.0,3.0,"“stupid, non-feeling”",-0.5,0.0,0,1,emobank_IFAW1_1303_1324
Nathans_Bylichka_37381_37477,train,2.3,3.4,3.2,“and you’d better pray to whatever god you think will listen that he won’t care we woke her up.”,-0.3500000000000001,0.19999999999999996,0,1,emobank_Nathans_Bylichka_37381_37477
Ohio_Steel_10791_10967,train,2.3,3.1,2.8,"However, to American companies already suffering financial setbacks, outdated machinery, and fierce competition, this lack of demand was an inconvenience they could not afford.",-0.3500000000000001,0.050000000000000044,0,1,emobank_Ohio_Steel_10791_10967
marine1_490_675,train,2.0,3.2,2.9,"Even today, after years of public outrage, dolphins continue to die in tuna fisheries of other countries and are still being cruelly and often illegally killed by gillnets and harpoons.",-0.5,0.10000000000000009,0,1,emobank_marine1_490_675
sucker_1488_1738,dev,2.33,3.33,3.11,"“a black-themed book will come up for consideration, and there won’t be anyone of color to put in an opinion, or there’ll be one, who shouldn’t bear the burden alone. So we all pretend we’re experts. Maybe I’m the only one who’s embarrassed by that.”",-0.33499999999999996,0.16500000000000004,0,1,emobank_sucker_1488_1738
hotel-california_2985_3092,dev,2.33,2.89,2.78,"The survivors of the unfortunate accidents, the catastrophic malfunctions, the fateful crashes: this is us.",-0.33499999999999996,-0.05499999999999994,0,1,emobank_hotel-california_2985_3092
NYTnewswire9_7912_8038,dev,2.0,3.5,2.9,"At 8:15 a.m. Hiroshima time, the pneumatic bomb-bay doors opened and ""Little Boy,"" equivalent to 20,000 tons of TNT, fell out.",-0.5,0.25,0,1,emobank_NYTnewswire9_7912_8038
SemEval_1204,test,2.2,3.0,3.1,Swiss plane crashes at Moscow airport,-0.3999999999999999,0.0,0,1,emobank_SemEval_1204
20020731-nyt_18216_18312,train,2.3,3.1,2.8,"""There was death in D.C. throughout the '80s and into the '90s, and there was death everywhere,""",-0.3500000000000001,0.050000000000000044,0,1,emobank_20020731-nyt_18216_18312
hotel-california_26456_26482,train,2.22,3.11,2.78,My quarters felt stifling.,-0.3899999999999999,0.05499999999999994,0,1,emobank_hotel-california_26456_26482
SemEval_846,train,2.12,3.12,3.12,"Scorpion on a plane, a pantful of pain",-0.43999999999999995,0.06000000000000005,0,1,emobank_SemEval_846
hotel-california_18971_19010,test,2.33,2.89,2.78,We're not even going to leave a legacy.,-0.33499999999999996,-0.05499999999999994,0,1,emobank_hotel-california_18971_19010
A_defense_of_Michael_Moore_4592_4632,train,2.1,3.1,2.7,Mustafa was 14 years when he was killed.,-0.44999999999999996,0.050000000000000044,0,1,emobank_A_defense_of_Michael_Moore_4592_4632
Seedbombing_2063_2206,train,2.3,3.2,2.7,"I found this hard to do while also avoiding cops, dealing with the camera and the car window, scoping out angles of approach for throwing, etc.",-0.3500000000000001,0.10000000000000009,0,1,emobank_Seedbombing_2063_2206
SemEval_1086,dev,2.3,2.8,2.8,High cholesterol raises stroke risk healthy women,-0.3500000000000001,-0.10000000000000009,0,1,emobank_SemEval_1086
NYTnewswire2_8918_8994,test,2.0,3.1,2.9,"""This is a criminal act and it certainly puts things in a different league,""",-0.5,0.050000000000000044,0,1,emobank_NYTnewswire2_8918_8994
Fermentation_HR5034_9996_10126,train,2.0,3.25,2.62,"The hypocrisy, misleading notions and disinformation being featured at the wholesalers website supporting H.R. 5034 is staggering.",-0.5,0.125,0,1,emobank_Fermentation_HR5034_9996_10126
SemEval_648,train,2.13,3.62,3.12,Somalia declares state of emergency,-0.43500000000000005,0.31000000000000005,0,1,emobank_SemEval_648
hotel-california_17786_17818,train,2.2,3.2,2.8,"“That's still dumb,” said Sarah.",-0.3999999999999999,0.10000000000000009,0,1,emobank_hotel-california_17786_17818
cable_spool_fort_8516_8674,train,2.3,3.4,3.1,"""I thought he might stab you."" Roy said and craned his neck forward to look at Tucker's face as the other boys began to crowd around at a respectful distance.",-0.3500000000000001,0.19999999999999996,0,1,emobank_cable_spool_fort_8516_8674
hotel-california_33279_33299,dev,2.11,3.11,2.56,I couldn't find her.,-0.44500000000000006,0.05499999999999994,0,1,emobank_hotel-california_33279_33299
The_Black_Willow_10749_10795,train,2.2,3.2,2.8,"I would not be happy, thus separated from it.""",-0.3999999999999999,0.10000000000000009,0,1,emobank_The_Black_Willow_10749_10795
NYTnewswire7_1802_1854,train,2.3,3.0,2.8,"But in some areas, the seabass are being overfished.",-0.3500000000000001,0.0,0,1,emobank_NYTnewswire7_1802_1854
cable_spool_fort_116_125,train,1.6,3.9,3.6,You suck.,-0.7,0.44999999999999996,0,2,emobank_cable_spool_fort_116_125
detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",-0.3500000000000001,0.3999999999999999,0,2,emobank_detroit_9593_9753
cable_spool_fort_115_137,train,2.1,3.8,3.3,"""You suck."" Chad said.",-0.44999999999999996,0.3999999999999999,0,2,emobank_cable_spool_fort_115_137
easy_money_6254_6342,train,2.0,3.7,2.6,Or maybe this guy was just a wacko who wanted to take me out on a dark road and kill me.,-0.5,0.3500000000000001,0,2,emobank_easy_money_6254_6342
audubon1_60_76,train,1.63,3.91,3.45,I’m outraged ...,-0.685,0.45500000000000007,0,2,emobank_audubon1_60_76
detroit_15207_15294,train,2.1,3.8,3.7,"You want to yell at which insurance company fucked up, or change a bedpan, so to speak?",-0.44999999999999996,0.3999999999999999,0,2,emobank_detroit_15207_15294
Nathans_Bylichka_56572_56622,train,1.9,3.8,2.0,Hands closed on my neck and I felt my spine crack.,-0.55,0.3999999999999999,0,2,emobank_Nathans_Bylichka_56572_56622
The_Black_Willow_12929_13034,train,2.3,3.8,3.3,"""What in G-d's name could have possessed you to do such a thing,"" cried Arthur, nearly raising his voice.",-0.3500000000000001,0.3999999999999999,0,2,emobank_The_Black_Willow_12929_13034
Madame_White_Snake_3473_3497,train,2.12,4.0,2.87,“disturbed and agitated”,-0.43999999999999995,0.5,0,2,emobank_Madame_White_Snake_3473_3497
audubon1_7282_7287,train,2.0,3.89,3.11,“NO!”,-0.5,0.44500000000000006,0,2,emobank_audubon1_7282_7287
Nathans_Bylichka_37816_37828,train,2.22,3.78,3.0,he screamed.,-0.3899999999999999,0.3899999999999999,0,2,emobank_Nathans_Bylichka_37816_37828
Homosexuality_5297_5340,train,2.18,4.0,3.36,They also do not belong in a court of law!”,-0.4099999999999999,0.5,0,2,emobank_Homosexuality_5297_5340
Nathans_Bylichka_11578_11605,train,2.0,3.8,2.9,That just unnerved me more.,-0.5,0.3999999999999999,0,2,emobank_Nathans_Bylichka_11578_11605
detroit_4319_4400,train,2.1,4.1,3.4,"We didn't slow down to take a photo, but I'll paraphrase: DON'T BURN HOUSES DOWN!",-0.44999999999999996,0.5499999999999998,0,2,emobank_detroit_4319_4400
defenders5_2473_2623,train,2.3,3.7,2.7,They are utterly out of step with their Alaska constituents ... the state agency that manages Alaska wildlife ... and the rest of the American public!,-0.3500000000000001,0.3500000000000001,0,2,emobank_defenders5_2473_2623
Nathans_Bylichka_57890_57977,train,2.33,4.0,2.89,"Rachel, her clothes torn and her face drawn, looked like she might cry when she saw me.",-0.33499999999999996,0.5,0,2,emobank_Nathans_Bylichka_57890_57977
SemEval_640,train,2.2,3.8,3.3,Firms on alert for letter bombs,-0.3999999999999999,0.3999999999999999,0,2,emobank_SemEval_640
hotel-california_22389_22419,train,2.0,3.67,2.22,Fact: Adrienne intimidated me.,-0.5,0.33499999999999996,0,2,emobank_hotel-california_22389_22419
Ohio_Steel_19152_19222,train,2.0,3.72,2.86,Black Monday was a devastating blow to an entire generation of people.,-0.5,0.3600000000000001,0,2,emobank_Ohio_Steel_19152_19222
Nathans_Bylichka_38047_38053,train,2.25,3.75,3.5,Fools!,-0.375,0.375,0,2,emobank_Nathans_Bylichka_38047_38053
SemEval_215,train,1.62,3.75,2.75,Toddler died from E. coli tainted spinach,-0.69,0.375,0,2,emobank_SemEval_215
captured_moments_28049_28065,train,2.25,3.88,3.75,"""Never,"" I said.",-0.375,0.43999999999999995,0,2,emobank_captured_moments_28049_28065
captured_moments_5506_5538,train,1.3,4.4,3.5,"I hate it, despise it, abhor it!",-0.85,0.7000000000000002,0,2,emobank_captured_moments_5506_5538
hsus4_1520_1565,train,1.7,3.9,2.9,needless deaths that could have been stopped!,-0.65,0.44999999999999996,0,2,emobank_hsus4_1520_1565
A_defense_of_Michael_Moore_11775_12045,train,1.7,3.7,3.4,"This booing by the crowd, not mentioned with a single word in your transcript or your article, shows that the crowd was fully aware of the controversy they would cause by coming to Littleton after children were being killed there -- and they effectively said ""Fuck you"".",-0.65,0.3500000000000001,0,2,emobank_A_defense_of_Michael_Moore_11775_12045
captured_moments_34911_34954,dev,1.8,4.0,3.7,I threw a chair at him.,-0.6,0.5,0,2,emobank_captured_moments_34911_34954
captured_moments_28882_28898,train,1.67,3.67,2.44,This is torture.,-0.665,0.33499999999999996,0,2,emobank_captured_moments_28882_28898
Nathans_Bylichka_10078_10146,train,2.0,3.67,3.5,"I have to warn you, though, you won’t like what I have to tell you.”",-0.5,0.33499999999999996,0,2,emobank_Nathans_Bylichka_10078_10146
Nathans_Bylichka_56058_56169,train,2.3,3.8,2.3,I raised the stake; he drew back the dagger for a slash that could doubtless open my neck from throat to spine.,-0.3500000000000001,0.3999999999999999,0,2,emobank_Nathans_Bylichka_56058_56169
defenders5_3431_3435,train,1.7,3.9,4.2,“NO”,-0.65,0.44999999999999996,0,2,emobank_defenders5_3431_3435
A_defense_of_Michael_Moore_12034_12044,train,1.2,4.2,3.8,"""Fuck you""",-0.9,0.6000000000000001,0,2,emobank_A_defense_of_Michael_Moore_12034_12044
hotel-california_17786_17806,train,2.0,3.75,3.37,"“That's still dumb,”",-0.5,0.375,0,2,emobank_hotel-california_17786_17806
The_Black_Willow_4372_4383,train,1.75,4.12,4.0,"""Damn you,""",-0.625,0.56,0,2,emobank_The_Black_Willow_4372_4383
Fermentation_Eminent-Domain_5349_5372,train,1.8,4.0,4.0,And I am really pissed.,-0.6,0.5,0,2,emobank_Fermentation_Eminent-Domain_5349_5372
detroit_13308_13320,train,2.3,3.9,3.7,I think not!,-0.3500000000000001,0.44999999999999996,0,2,emobank_detroit_13308_13320
detroit_11992_12207,train,2.0,3.8,3.2,"Have we really built a ""Great Society"" or is that all propaganda -- Bull Shiite to hush free thought, eyes to the flag, while our pockets and resources were raided by shysters, spin-meisters, schmucks and banksters?",-0.5,0.3999999999999999,0,2,emobank_detroit_11992_12207
The_Black_Willow_4463_4529,train,1.9,3.8,2.8,"He pounded his desk in vain, cursing the foul muse that drove him.",-0.55,0.3999999999999999,0,2,emobank_The_Black_Willow_4463_4529
easy_money_11294_11394,train,2.1,3.7,2.4,"For some reason I thought of a giant clown face from a carnival ride, but it scared the hell out me.",-0.44999999999999996,0.3500000000000001,0,2,emobank_easy_money_11294_11394
Nathans_Bylichka_52097_52120,train,2.0,3.71,2.43,"Suddenly, Amy screamed.",-0.5,0.355,0,2,emobank_Nathans_Bylichka_52097_52120
The_Black_Willow_4372_4422,train,1.78,3.78,2.45,"""Damn you,"" he cried, ""will you never leave me be?",-0.61,0.3899999999999999,0,2,emobank_The_Black_Willow_4372_4422
SemEval_994,train,1.67,3.78,2.44,Collision on icy road kills 7,-0.665,0.3899999999999999,0,2,emobank_SemEval_994
lw1_1033_1057,train,1.88,4.12,3.38,Of all the impertinence!,-0.56,0.56,0,2,emobank_lw1_1033_1057
The_Black_Willow_16502_16537,train,2.1,3.7,3.3,"""Heavens, no,"" said Nathan, aghast.",-0.44999999999999996,0.3500000000000001,0,2,emobank_The_Black_Willow_16502_16537
Nathans_Bylichka_22420_22431,train,1.9,4.3,2.9,"“Oh, shit!”",-0.55,0.6499999999999999,0,2,emobank_Nathans_Bylichka_22420_22431
easy_money_13623_13705,dev,2.1,3.9,3.8,"""None,"" I said and slipped the knife into his neck right at the base of his skull.",-0.44999999999999996,0.44999999999999996,0,2,emobank_easy_money_13623_13705
Nathans_Bylichka_7597_7686,train,1.57,4.0,2.14,"My girlfriend has disappeared, I don’t even know where to start looking, and I need help!",-0.715,0.5,0,2,emobank_Nathans_Bylichka_7597_7686
cable_spool_fort_6006_6023,train,2.2,3.8,3.2,You didn't fight!,-0.3999999999999999,0.3999999999999999,0,2,emobank_cable_spool_fort_6006_6023
detroit_3555_3589,train,1.7,3.9,2.2,I was actually afraid for my life.,-0.65,0.44999999999999996,0,2,emobank_detroit_3555_3589
WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.0,-0.33499999999999996,1,0,emobank_WhereToHongKong_59648_59721
Nathans_Bylichka_31628_31664,test,3.0,2.25,2.75,This place is just a little of both.,0.0,-0.375,1,0,emobank_Nathans_Bylichka_31628_31664
110CYL070_1325_1335,dev,3.0,2.3,2.8,"Sincerely,",0.0,-0.3500000000000001,1,0,emobank_110CYL070_1325_1335
Nathans_Bylichka_2070_2112,train,3.1,1.8,3.1,I was feeling calm and private that night.,0.050000000000000044,-0.6,1,0,emobank_Nathans_Bylichka_2070_2112
hotel-california_21106_21113,train,2.9,2.2,2.9,Silent.,-0.050000000000000044,-0.3999999999999999,1,0,emobank_hotel-california_21106_21113
SemEval_801,train,3.14,2.29,3.29,Rice: U.S. won't pull plug on Iraq,0.07000000000000006,-0.355,1,0,emobank_SemEval_801
110CYL071_18_35,train,3.0,2.2,2.8,"November 15, 1994",0.0,-0.3999999999999999,1,0,emobank_110CYL071_18_35
WhatToHongKong_3035_3172,train,3.2,2.2,3.2,"Pick up a copy of HKTA’s “The Official Dining, Entertainment & Shopping Directory” in which all member stores are listed.",0.10000000000000009,-0.3999999999999999,1,0,emobank_WhatToHongKong_3035_3172
IntroHongKong_1558_1761,test,2.9,2.1,3.3,"But in fact, once news of the handover vanished from the front pages, the people of Hong Kong returned to their usual topics of conversation: the economy and the price of housing.",-0.050000000000000044,-0.44999999999999996,1,0,emobank_IntroHongKong_1558_1761
114CUL059_18_30,train,3.0,2.2,3.2,"July 25,1997",0.0,-0.3999999999999999,1,0,emobank_114CUL059_18_30
Nathans_Bylichka_39817_39841,dev,3.0,2.27,3.09,The man closed his eyes.,0.0,-0.365,1,0,emobank_Nathans_Bylichka_39817_39841
hotel-california_33981_33997,train,3.0,2.33,3.11,Some other ship.,0.0,-0.33499999999999996,1,0,emobank_hotel-california_33981_33997
Fermentation_HR5034_14155_14202,train,2.88,1.87,3.0,"arunrob@gmail.com October 13, 2010 at 12:39 PM",-0.06000000000000005,-0.565,1,0,emobank_Fermentation_HR5034_14155_14202
Fermentation_HR5034_7908_8121,train,2.67,2.33,3.22,"""Over half the states have been sued challenging their alcohol laws. The lawsuits have attacked items such as commonsense safeguards that require a face-to-face transaction (needed for I.D. checks) to buy alcohol""",-0.16500000000000004,-0.33499999999999996,1,0,emobank_Fermentation_HR5034_7908_8121
hotel-california_29929_29956,train,3.0,2.09,3.0,“I never thought about it.”,0.0,-0.45500000000000007,1,0,emobank_hotel-california_29929_29956
easy_money_4002_4130,train,2.9,2.3,2.8,"There was only one chair, so I sat on the edge of the bed as he handed me a book open to a picture of some sort of stone tablet.",-0.050000000000000044,-0.3500000000000001,1,0,emobank_easy_money_4002_4130
wsj_0120_3120_3137,train,2.86,2.29,3.0,"""migrate to 900,""",-0.07000000000000006,-0.355,1,0,emobank_wsj_0120_3120_3137
wwf12_31_148,dev,3.0,2.0,3.0,"December 7, 2000 FirstName LastName StreetNumber StreetName, CityName, StateName, ZipCode",0.0,-0.5,1,0,emobank_wwf12_31_148
NYTnewswire7_7563_7623,train,3.0,2.25,2.88,She can be contacted at michellecole(at)news.oregonian.com.),0.0,-0.375,1,0,emobank_NYTnewswire7_7563_7623
Nathans_Bylichka_34328_34342,train,3.0,2.29,2.71,Nepthys asked.,0.0,-0.355,1,0,emobank_Nathans_Bylichka_34328_34342
WhereToHongKong_54465_54535,dev,3.1,2.3,3.1,The island is also the designated home of the University of East Asia.,0.050000000000000044,-0.3500000000000001,1,0,emobank_WhereToHongKong_54465_54535
hotel-california_33370_33568,train,3.0,2.33,3.0,"The speed of sound in dry air at twenty degrees Celsius or sixty-eight degrees Fahrenheit is three hundred and forty-three meters per second, or one thousand one hundred twenty-five feet per second.",0.0,-0.33499999999999996,1,0,emobank_hotel-california_33370_33568
NYTnewswire1_268_471,train,3.12,2.25,3.0,"ANAHEIM, Calif. -- The Anaheim Angels got help where they felt they needed it most, agreeing to trade for Milwaukee Brewers outfielder Alex Ochoa only hours before Wednesday's nonwaiver trading deadline.",0.06000000000000005,-0.375,1,0,emobank_NYTnewswire1_268_471
NYTnewswire9_5598_5682,test,2.78,3.22,3.22,"He said that they had split the atom and that we were going to drop an atomic bomb,""",-0.1100000000000001,0.1100000000000001,1,1,emobank_NYTnewswire9_5598_5682
SemEval_1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0.07000000000000006,0.0,1,1,emobank_SemEval_1271
NYTnewswire9_7753_7754,train,3.0,2.6,2.7,"""",0.0,-0.19999999999999996,1,1,emobank_NYTnewswire9_7753_7754
Nathans_Bylichka_19925_20022,test,2.9,2.7,2.8,"When it had all burnt, a thin outline of a doorframe appeared on the wall across from our corner.",-0.050000000000000044,-0.1499999999999999,1,1,emobank_Nathans_Bylichka_19925_20022
lessig_blog-carbon_1966_1997,test,2.6,3.2,3.1,I am suspicious of cap & trade.,-0.19999999999999996,0.10000000000000009,1,1,emobank_lessig_blog-carbon_1966_1997
IntroDublin_7658_7712,train,3.2,3.1,3.1,The Irish are actually beginning to come home.,0.10000000000000009,0.050000000000000044,1,1,emobank_IntroDublin_7658_7712
118CWL048_1006_1066,train,3.0,3.44,2.67,Over 150 girls are currently waiting for a Big Sister.,0.0,0.21999999999999997,1,1,emobank_118CWL048_1006_1066
20020731-nyt_5994_6106,dev,2.88,3.0,3.0,"Nor did it cite a $1,590 Oriental carpet that Chang gave to Torricelli's former wife, Susan Holloway Torricelli.",-0.06000000000000005,0.0,1,1,emobank_20020731-nyt_5994_6106
Bartok_16606_16856,train,3.0,2.88,3.0,"In Example 2, the entire development section is represented by exactly three pitches, and indeed each subsection is associated with one of these three pitches as its tonal center—none of these pitches is involved in the structural whole-tone descent.",0.0,-0.06000000000000005,1,1,emobank_Bartok_16606_16856
A1_65_84,train,3.0,2.7,3.0,Dubai 01-82 (AFP) -,0.0,-0.1499999999999999,1,1,emobank_A1_65_84
NYTnewswire5_1031_1103,train,3.3,3.3,3.3,"Right now, some particularly nice ones are in Bay Area farmers' markets.",0.1499999999999999,0.1499999999999999,1,1,emobank_NYTnewswire5_1031_1103
wsj_0127_805_889,train,3.0,3.0,3.1,"Reed is paying an interim dividend of 4.6 pence, up 15% from 4 pence a year earlier.",0.0,0.0,1,1,emobank_wsj_0127_805_889
WhereToHongKong_1285_1483,train,3.0,3.0,3.0,"Next to the Jardine building is Exchange Square, a complex with a large shopping mall; just behind it is the General Post Office with a philatelic center on the ground floor.",0.0,0.0,1,1,emobank_WhereToHongKong_1285_1483
Ant_Robot_6023_6148,train,3.0,3.0,3.1,"Sensors will include a thermometer, photoreceptors, bump sensors, a polarization compass, and a series of chemical receptors.",0.0,0.0,1,1,emobank_Ant_Robot_6023_6148
wsj_0127_928_1005,train,2.44,3.0,2.89,"Earnings were hurt by disposal of operations in its restructuring, Reed said.",-0.28,0.0,1,1,emobank_wsj_0127_928_1005
SemEval_929,train,2.8,3.0,3.0,"Dell to cut bonuses, trim management",-0.10000000000000009,0.0,1,1,emobank_SemEval_929
Acephalous-Internet_1270_1472,train,3.0,3.0,3.0,"This realization is obviously not of world-historical importance, merely a reminder that this thing whose existence we take for granted daily represents a fundamentally weird complement to human memory.",0.0,0.0,1,1,emobank_Acephalous-Internet_1270_1472
114CUL059_911_1020,train,3.25,3.62,3.25,"These 60 or so campers have takenon a fund raiser with a goal of raising $16,000 for camperships.",0.125,0.31000000000000005,1,1,emobank_114CUL059_911_1020
WhatToHongKong_16110_16267,train,3.12,3.25,3.25,"Although the music may seem strange to the unaccustomed ear, it certainly won’t put you to sleep; cymbals and drums guarantee your alertness.",0.06000000000000005,0.125,1,1,emobank_WhatToHongKong_16110_16267
Ant_Robot_50291_50564,test,3.0,2.9,2.9,"Workers probably switch to patrolling based on their perceived life expectancy and as a function of a gene whose expression changes between young and old ants, and this is easily emulated using a clock pulse counter in Antie’s CPU that will count its “age” since last boot.",0.0,-0.050000000000000044,1,1,emobank_Ant_Robot_50291_50564
Nathans_Bylichka_23761_23834,train,3.09,2.73,3.09,"As you can see, our situation is of personal importance to the young man.",0.04499999999999993,-0.135,1,1,emobank_Nathans_Bylichka_23761_23834
Nathans_Bylichka_33184_33265,train,3.3,2.9,2.9,They were always my favorite part of the Greek myths I read in elementary school.,0.1499999999999999,-0.050000000000000044,1,1,emobank_Nathans_Bylichka_33184_33265
Homosexuality_3849_4031,train,2.83,3.0,3.0,"This theory, which defined Urnings as males who turned to other males as sexual partners, was published in twelve pamphlets by Ulrichs, starting in1864.",-0.08499999999999996,0.0,1,1,emobank_Homosexuality_3849_4031
vampires_1039_1046,dev,3.0,2.9,3.1,'ninja',0.0,-0.050000000000000044,1,1,emobank_vampires_1039_1046
WhereToHongKong_54675_54833,dev,3.0,3.0,3.14,"A grand colonial house, fully restored and outfitted with period furnishings, provides the centerpiece for this expanding “cultural village. ”",0.0,0.0,1,1,emobank_WhereToHongKong_54675_54833
anth_essay_4_15389_15507,train,2.8,2.9,3.0,"Difficulties arise, however, as conflicts between the traditional and modern and native languages and Spanish develop.",-0.10000000000000009,-0.050000000000000044,1,1,emobank_anth_essay_4_15389_15507
hotel-california_3981_3998,train,3.0,3.0,3.0,She turned to me.,0.0,0.0,1,1,emobank_hotel-california_3981_3998
A_defense_of_Michael_Moore_14510_14661,train,3.0,3.25,3.25,"b) Why should Moore leave the words ""Clinton is on the Today Show"" visible in the text, which is necessary to correctly interpret the highlighted part?",0.0,0.125,1,1,emobank_A_defense_of_Michael_Moore_14510_14661
SemEval_116,train,3.0,3.12,3.12,Top General Optimistic on Iraq,0.0,0.06000000000000005,1,1,emobank_SemEval_116
Acephalous-Internet_2299_2485,test,3.0,3.0,3.1,"Now that I remember him, which I didn't before, I remember him as being the pitcher who'd pitched for 1) the team the Mets faced to get to the '86 Series and 2) the one they faced in it.",0.0,0.0,1,1,emobank_Acephalous-Internet_2299_2485
IntroDublin_6967_7136,train,3.0,3.0,3.0,"Almost half of Ireland’s population is under twenty-five, and with its universities and professional schools, Dublin also has a large student population.",0.0,0.0,1,1,emobank_IntroDublin_6967_7136
SemEval_99,train,3.3,3.1,3.2,Vegetables May Boost Brain Power in Older Adults,0.1499999999999999,0.050000000000000044,1,1,emobank_SemEval_99
wsj_0175_536_643,train,3.0,3.1,3.0,Sony's planned acquisition of Guber/Peters Entertainment Co. for $200 million is scheduled to close Monday.,0.0,0.050000000000000044,1,1,emobank_wsj_0175_536_643
