id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,split,pair_id,target_emotion,triplet_id,w_ev,w_ea,w_ed,w_gv,w_ga,w_gd,w_p555,r_ev,r_ea,r_ed,r_gv,r_ga,r_gd,r_p555,s_ev,s_ea,s_ed,s_gv,s_ga,s_gd,s_p555
B-rage-d3-v3,rage,peak,3.0,Personal violation (boundary crossed),N-rage-d3-c3,97,"His colleague had presented the work to the board. His work. The slides were the same slides — the same diagrams he had drawn on his tablet at two in the morning, the same data tables, the same conclusions in the same sequence. His colleague had removed his name from the file properties and changed the font. That was all he had changed. The font. The board had applauded. His colleague had thanked the team. He sat in the third row and looked at a diagram he had made and watched someone else explain what it meant.",clinical,P_rage-d3-v3,rage,,6.20445818006947,3.054390381496059,3.8012298563881712,6,2,3,0.00013027360566211717,6.442960604754325,3.109746460359609,3.727434914104464,6,3,2,0.00011132777199849806,6.136648282217918,3.037554179732498,3.6407098704762517,6,2,3,0.00012501119899204974
B-rage-d3-v4,rage,peak,3.0,Personal violation (boundary crossed),N-rage-d3-c4,108,The neighbor's security camera had been pointed at her backyard for three months. Not at the property line. Not at the street. At her yard. At the chair where she read in the evenings. At the window of the room where she changed clothes. She had asked him to move it. He had smiled and said it was for his own property. She had asked the police. They said it was a civil matter. She had asked a lawyer. The lawyer said it would cost more than she had. The camera was still there. It was pointed at the chair. She did not sit in the chair anymore.,clinical,P_rage-d3-v4,rage,,6.249931642180322,3.0387267500501367,3.625184912194001,6,2,3,6.484375171415809e-05,6.317107855240986,3.359485662224806,3.505500081114776,6,3,2,5.612703002333909e-05,6.1580521667252075,3.049865540784104,3.7732532110005566,8,2,3,9.079602698849562e-05
B-grief-d1-v1,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c1,86,"The kitchen counter still had the grocery list in his handwriting. Bananas, milk, the kind of bread she never liked. She opened the refrigerator and found the leftovers he'd portioned into containers, labeled with days of the week. Thursday's container was still full. It was now Sunday. She closed the door and stood in the room where everything was exactly where he had put it, and no one was going to move any of it, and no one was going to add to it, ever again.",clinical,P_grief-d1-v1,grief,T_grief-d1-v1,6.282454124350889,3.282426668063057,4.16632416512677,8,2,5,7.206656037378887e-05,6.499136635308426,3.7295589949136048,4.0060909753420075,7,3,2,0.00012616109012446617,6.169426240064206,3.4521616265104225,4.020237421523796,8,2,5,0.00011889423675313918
B-grief-d1-v2,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c2,78,"The woman at the front desk asked her to sign for his personal effects. A watch. A wallet with eleven dollars. A bus pass that expired next month. She put them in her coat pocket, where they made almost no weight at all. Outside, the parking lot was the same parking lot from this morning. She stood next to the car for a while. There was no reason to be anywhere in particular. There was no one waiting.",clinical,P_grief-d1-v2,grief,T_grief-d1-v2,6.274725440150792,2.9633456051003177,3.5382207897332894,8,2,3,3.305378864692829e-05,6.759580979829783,3.1116375162408003,3.462633007173887,8,2,3,4.388495295255907e-05,6.3325531814084055,2.9924059441849593,3.5427543832554282,8,2,3,4.85586449090087e-05
B-grief-d1-v3,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c3,89,"His daughter had stopped answering the phone in complete sentences. When he called, she would say ""yeah"" or ""okay"" or nothing. The school sent a letter about attendance. He found the dog sitting by the back door again, in the same spot, facing the same direction, the way it had every evening for the last forty-seven days. He filled the water bowl and set it down. The dog looked at the door. He looked at the door. The yard was dark and empty and the gate had not opened.",clinical,P_grief-d1-v3,grief,,6.128890549821948,3.115072503175391,3.3568184589626373,6,3,2,5.474509750684663e-05,6.302840312785406,3.437336533419178,3.2073060718466926,6,3,2,6.958918742821931e-05,5.8107202098980055,3.208708450559871,3.242543389393219,7,3,2,6.73819330218253e-05
B-grief-d1-v4,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c4,95,"They told her she could take the room whenever she was ready. She wasn't ready. She went in anyway. The sheets were still pressed into the shape of the body that had been there. A glass of water on the nightstand, half-finished. The television remote balanced on the arm of the chair. She picked up the water glass and held it. It was room temperature now. She drank the rest of it because there was nothing else she could do with it and because the mouth that had touched it would not touch anything again.",clinical,P_grief-d1-v4,grief,,6.606468510483791,3.2942269879242954,3.667138032363555,7,3,2,5.26620466292993e-05,6.727512218625807,3.8346321991448176,3.507029756145878,7,3,2,6.477333629823616e-05,6.493651294063266,3.3306831493976254,3.5452654816611138,7,3,2,6.778669426779124e-05
B-grief-d2-v1,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c1,91,"The lab was empty now. Twenty-two years of research. The server room had been cleared by facilities before she'd arrived Monday morning. The backup drives weren't in the cabinet. She found a single Post-it note on the monitor: ""Assets transferred per Board directive, 2/14."" Her notebooks were still there — they hadn't taken paper. She opened one to a page of handwritten equations from 2009 and ran her finger along the margin where she'd drawn a small star next to the line that would have changed everything, and now never would.",clinical,P_grief-d2-v1,grief,T_grief-d2-v1,6.747662527441677,3.1857750289015554,3.9485073753876407,8,2,5,7.897008507544682e-05,6.989960881284602,3.6849063669596083,3.958656892628878,8,3,2,0.00012889854789142468,6.780381029704689,3.316971624846975,3.967355912872867,8,2,5,0.00011573335581084209
B-grief-d2-v2,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c2,100,"The carpenter ran his hand along the doorframe of the shop. Thirty-one years. The auction company had tagged everything — the table saw, the planer, the chisels his father had given him, each one with a yellow sticker and a lot number. Someone would buy the tools for a price and use them or not use them. The workbench had a coffee ring from this morning. He pulled the chain on the overhead light and stood in the dark for a moment, then locked the door from the outside and put the key in an envelope addressed to the bank.",clinical,P_grief-d2-v2,grief,T_grief-d2-v2,6.720494651747791,3.206352498348408,3.8981174754695753,8,2,5,6.077607134531869e-05,6.859384758827273,3.252386603425109,3.857601804645203,8,2,5,6.822387666544346e-05,6.821993438593062,3.304673122473663,4.048764682868966,8,2,5,9.840387558412774e-05
B-grief-d2-v3,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c3,94,"The orchestra had performed its final concert to an audience of thirty-four people. The music director collected the stand lights and wound the extension cords slowly, one loop at a time. The chairs were stacked against the wall. The city had reallocated the building. There was no season next year. There was no ensemble. Forty years of programs were in a filing cabinet in the hallway. He touched the lid of the piano and closed it, and the click of the latch was the last sound the hall would make as a concert hall.",clinical,P_grief-d2-v3,grief,,6.446281649350178,3.118216011976954,4.2388190260697405,8,2,5,7.009467459295737e-05,6.640532874050952,3.118182889534424,4.368390891360727,8,2,5,6.941220635865327e-05,6.482055881363354,3.0873523987998754,4.3456229914330535,8,2,5,9.94090956327564e-05
B-grief-d2-v4,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c4,104,"She stood in the classroom after the last students had gone. The desks were still arranged in the circle she'd insisted on — not rows, never rows. The administration had given her until Friday. Thirty years and they'd given her until Friday. She took down the poster she'd made her first year, the one with the quote about curiosity, now faded where the sun hit it every afternoon. The tape pulled away a small piece of the paint. She folded the poster carefully and put it in a box that was not large enough for thirty years but was the only box she had.",clinical,P_grief-d2-v4,grief,,6.401292679887686,3.0559111666880883,3.7921403512677454,8,2,5,9.040757782420299e-05,6.7366556596933185,3.064519395329077,3.816588091212846,8,2,5,9.731610019633306e-05,6.425080193056521,3.105258606979657,3.9221788197157172,8,2,5,0.0001227522553474585
B-grief-d3-v1,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c1,99,"He found the key on the kitchen table. Not in the bowl by the door where she always left it, but centered on the table, placed there with intention. The closet was half-empty in a way that was precise — her things, only her things, selected and removed while he was at work. The hangers were still swinging slightly, or he imagined they were. The bathroom mirror had a square of fog from a shower taken hours ago. He sat down on the bed and noticed the indent on her side of the mattress was already starting to level.",clinical,P_grief-d3-v1,grief,T_grief-d3-v1,6.461160245637945,3.549141543452174,4.396232901861013,8,2,5,7.96335912381427e-05,6.733060177014968,3.4412455205224783,4.823282028584439,8,3,6,6.957836235314001e-05,6.503755547407785,3.6690734725668244,4.497788018518834,8,2,5,0.00010404191945906612
B-grief-d3-v2,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c2,88,"The girl sat on her bedroom floor, sorting two piles. Her mother's things that had been left behind. Her mother's things that had been taken. The taken pile was larger. The left pile included: one earring, a library book, a tube of hand cream, and a birthday card that said ""To my beautiful girl"" in handwriting she would not see on new things again. She put the card under her pillow and returned the library book to the shelf. There was a late fee. She would pay it.",clinical,P_grief-d3-v2,grief,T_grief-d3-v2,6.130978515517089,3.048937216870638,4.13197093087356,8,2,5,8.538322069095033e-05,6.132488078950263,3.2450628438427582,4.116476740307645,6,3,2,9.054508220611772e-05,5.986620950787461,3.1823765543333336,4.185300190495332,8,2,5,0.00013898604856130457
B-grief-d3-v3,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c3,94,"The man sat across from his son in the food court. The boy was twelve and had ordered nothing. The man had ordered coffee and hadn't touched it. Between them were two plane tickets — one was the boy's return flight. The other was the man's. Different cities. The boy was folding his straw wrapper into smaller and smaller squares. The man watched his hands and thought about how they were the same hands from the delivery room, just longer now. They had forty-five minutes before the gate opened and then they had nothing.",clinical,P_grief-d3-v3,grief,,6.48296498976485,3.11468708751246,4.267446032204934,8,2,5,5.534807067038032e-05,6.779972675669794,3.281123791744967,4.2636666395917295,8,2,5,6.226738270084163e-05,6.2942533566045205,3.0866193219993625,4.306025474854992,8,2,5,7.803767962147871e-05
B-grief-d3-v4,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c4,90,"She kept the voicemail. She had listened to it four hundred times — she knew because her phone tracked it. It was eleven seconds long. It said ""Hey, it's me, just seeing if you need anything from the store."" That was the last ordinary sentence. Everything after that was logistics and silence and the sound of a person becoming someone who used to be there. She pressed play again. The voice said ""Hey, it's me"" and for two seconds the world was the old world, and then the message ended.",clinical,P_grief-d3-v4,grief,,6.329312205956368,3.297863669390753,3.8727302155150256,8,2,5,8.256157803309917e-05,6.388839498025175,3.50561857782263,4.0291339678752935,8,2,5,9.279891729630299e-05,6.021920140900446,3.420412169716455,3.8254579944863547,8,2,3,0.00010515935798935172
B-terror-d1-v1,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c1,95,"The sound came from the kitchen. She was in the bedroom. The hallway between them was fourteen feet long and unlit. She had locked the front door. She had not locked the back door. The sound was a drawer opening — the one that stuck, the one you had to lift and pull. Whoever was in the kitchen knew which drawer stuck. She looked at the window. Second floor. She looked at the phone on the nightstand. The sound from the kitchen stopped. The hallway was quiet. Then the first floorboard in the hallway shifted.",clinical,P_terror-d1-v1,terror,T_terror-d1-v1,6.159350339562544,4.435344959747496,4.112326005029814,6,3,2,8.933620866385643e-05,6.356426236361967,5.060693565005068,4.053999340413629,8,6,3,8.391184156836674e-05,6.317350715651269,4.435626849863428,4.262581450155504,8,2,5,8.543965110194332e-05
B-terror-d1-v2,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c2,103,"The man in the parking garage was walking at the same speed she was. She turned left. He turned left. She stopped at a car that was not hers and pretended to look for keys. He stopped four cars away and looked at his phone. She walked again. He walked again. The elevator was two rows ahead. She could see the number on the level marker: P3. Her car was on P1. There were no other people. The overhead lights made a buzzing sound that covered the sound of his shoes, so she had to keep turning around to know where he was.",clinical,P_terror-d1-v2,terror,T_terror-d1-v2,6.347256142047628,3.9255349038916543,3.3441573872084716,6,3,2,0.00010399327822880366,6.4205497091244155,4.140064756032922,3.407824394020018,6,3,2,0.00013984317822995525,6.258127354248527,4.223721105639086,3.439154821260513,8,4,2,0.00016552820019356219
B-terror-d1-v3,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c3,100,"He woke up because the dog was standing at the foot of the bed, facing the door, completely still. The dog did not bark. The dog always barked. Outside, the motion light above the garage had switched on. From the bed he could see it through the gap in the curtains — the white rectangle of light on the lawn. Something had moved through it. The light was still on, which meant something was still in range. He reached for his phone. The battery screen appeared: two percent. The dog had not moved. The dog was not making a sound.",clinical,P_terror-d1-v3,terror,,5.6912371701691535,3.271452995382381,3.4962539025145816,6,3,2,4.2701263655975954e-05,5.721080572784806,3.448124996837661,3.4933710474868196,6,3,2,5.2819935642673206e-05,5.626496413908361,3.3282300050511053,3.5550195307440995,6,3,2,6.0917573741994974e-05
B-terror-d1-v4,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c4,102,"The car behind her had been there for eleven turns. She had started counting after the sixth. The road was rural and it was after midnight and there were no other headlights in either direction. She accelerated. The car behind her accelerated. She slowed down. The car slowed down but did not pass. The gas gauge was below a quarter tank. The next town was twenty-two miles. She turned on a road she didn't recognize. The car behind her turned. Its headlights filled her mirrors, closer now than before, and the road ahead had no lights and no intersections and no buildings.",clinical,P_terror-d1-v4,terror,,6.1836790034162314,3.8499115713106677,3.573588189443871,6,3,2,7.139443975738138e-05,6.293660635326877,4.778946058474022,3.2974286547158216,6,3,2,0.00010829581106573093,6.1875559699352625,4.113986635550683,3.563559871789572,8,3,2,0.00011304598677700792
B-terror-d2-v1,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c1,111,"The doctor had stopped talking and was looking at the scan on the screen. She was looking at the doctor. He tilted the screen slightly away from her, which he had not done during the first three images. He picked up the phone and dialed a three-digit extension. He said ""Can you come to Room 4"" and nothing else. He hung up. He had not turned back to her. He was writing something. She could see the scan from where she sat — a white shape in a field of gray, in a place where the other images had shown only gray. The second doctor arrived in less than two minutes.",clinical,P_terror-d2-v1,terror,T_terror-d2-v1,6.515087975872226,3.2919959056761154,4.365999893802547,8,2,5,8.728794879844959e-05,6.785731205469485,3.5512479891358,4.2468892929251485,8,2,5,8.334309223145451e-05,6.482956267633629,3.4829491232895897,4.240945235623679,8,2,5,0.0001344070748940573
B-terror-d2-v2,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c2,115,The nurse had pressed the button above the bed and then pressed it again. That was two presses. He knew what two presses meant because his wife had been on this floor for nine days and he had learned the codes from watching the nurses. One press was routine. Two was urgent. Three was the one he did not think about. The nurse was checking the IV line and moving faster than she had moved all week. Another nurse came through the door already pulling on gloves. His wife's eyes were open but she was looking at a point on the ceiling that was not the television and was not him and was not anything.,clinical,P_terror-d2-v2,terror,T_terror-d2-v2,6.455507039171056,3.4888884568199723,3.9078129088164273,6,3,2,6.746954424737145e-05,6.561676688023509,3.5582614405787987,3.9872517726784764,6,3,2,8.207912027153764e-05,6.29015803782657,3.6980288470843914,4.153410994093101,8,2,5,0.00012262605284526536
B-terror-d2-v3,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c3,119,"She was twenty-six weeks along and the liquid on the bathroom floor was not what it was supposed to be. The color was wrong. She sat on the edge of the bathtub and looked at it. She could feel the baby move, which meant the baby was still moving, which was the only fact she had. Her phone was in the kitchen. The kitchen was down the stairs. She stood up and the room changed shape for a moment and then came back. She held the doorframe. The car keys were on the hook by the front door. The hospital was eleven minutes away. She knew it was eleven minutes because she had driven it twice already as practice.",clinical,P_terror-d2-v3,terror,,6.418036477442877,3.7587564072824087,4.617314717634407,8,2,5,0.00011629034156900087,6.4709260040053085,3.886292550509213,4.609008618912042,8,2,5,0.00013882000771457277,6.242949466925063,3.7321450629761106,4.810870244723811,8,2,5,0.00026581932566357357
B-terror-d2-v4,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c4,115,The allergist had said the reaction would be mild. That was what the allergist had said. The boy's lips had changed shape in the first ninety seconds. His father was holding him and looking for the nurse who had been there a moment ago. The hallway was empty. He looked at the boy's neck. The skin was different than it had been when they walked in. He looked at the desk. No one. He looked at the door at the end of the hall. He could not remember if it led to the main corridor or to a storage room. The boy in his arms was making a sound that was not his normal sound.,clinical,P_terror-d2-v4,terror,,6.409085541816645,4.635288370147838,3.3582485372210655,8,3,2,7.245459505096946e-05,6.531606512394913,5.148640074802747,3.3375158783504206,6,8,3,5.670759673918107e-05,6.480924071357499,5.035754502922264,3.401980036838856,8,3,2,7.959050637677187e-05
B-terror-d3-v1,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c1,121,"The third letter had no return address, like the others. But this one had a photograph. It was her front door, taken from across the street, at night. The timestamp on the back was three days ago. She had been home three days ago. The porch light was on in the photo, which meant she had been awake. The angle was from the bus stop bench directly opposite her house. She walked to the window and looked at the bench. There was no one there now. There had been no one there any of the times she had looked. But someone had sat on that bench at 11:47 p.m. with a camera pointed at her door while the lights were on.",clinical,P_terror-d3-v1,terror,T_terror-d3-v1,6.585289411114532,4.11874258108341,3.9214891145954223,8,2,5,9.716578258213748e-05,6.77295895732768,4.9397090776330925,3.7701281463048733,8,6,3,9.579186968568403e-05,6.7859050839463935,4.0327188794906705,4.050241285908166,8,2,5,9.785720481674174e-05
B-terror-d3-v2,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c2,102,"He had checked the locks four times. He had checked them because the man who had been released from the facility on Tuesday knew his address. The court liaison had called to inform him, the way they were required to. The call lasted forty-five seconds. There were no conditions of distance. There was no monitoring. The man had been in the facility for what he had done in this house, in the room where he now checked the locks, and now the man was in the same city again and there was a number to call if something happened. Not before. If.",clinical,P_terror-d3-v2,terror,T_terror-d3-v2,6.435775167670721,3.321307013657193,4.729246585304139,8,2,6,7.569840920127167e-05,6.629801078619982,3.5180513991312674,4.476265598724838,9,2,3,8.961289771505622e-05,6.5943338022379985,3.464965407515847,4.7453993751632755,8,2,6,9.204752683224614e-05
B-terror-d3-v3,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c3,107,"The notification said her home security camera had detected motion at 3:12 a.m. She opened the app. The footage showed the front porch. A figure stood at the door, facing the camera directly, not moving. The timestamp ran for four minutes and eleven seconds. The figure did not try the handle. Did not knock. Did not leave anything. Just stood facing the lens. At four minutes and twelve seconds, the figure turned and walked to the sidewalk and was gone. She scrolled back through the week. Tuesday, 2:48 a.m. Saturday, 3:30 a.m. The same figure. The same position. The same duration. She had been asleep each time.",clinical,P_terror-d3-v3,terror,,6.349723704293775,2.958930488856835,4.101645601281057,8,2,5,0.00010978023185618033,6.514565493465312,3.0192929902150922,4.036197122351623,8,2,5,9.780061503317492e-05,6.259138103214769,2.9662506899503116,4.080867819277828,8,2,5,0.00014673031716823905
B-terror-d3-v4,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c4,106,"The messages had started after she left. One a day, then three, then twelve, then they came without pattern. The phone number changed each time. The content was not direct. ""Saw a woman who looked like you at the place on Fourth Street."" ""That restaurant we went to closed. Thought you should know."" ""Your car was parked at the school at 3:15 today."" The last one was accurate. She had been at the school at 3:15. She had not posted about it. She had not told anyone. She changed her route the next day. The message that evening said: ""New route looks longer. Is it faster?""",clinical,P_terror-d3-v4,terror,,6.61838770906569,3.4730714712160413,4.06910725764877,8,2,5,5.549503674362222e-05,6.716344894604018,3.695129321038837,3.987522793233618,6,3,2,5.845763694144567e-05,6.497181136063989,3.440550169676173,4.10429625686538,8,2,5,9.516694667915612e-05
B-ecstasy-d1-v1,ecstasy,peak,1.0,"Achievement (breakthrough, recognition)",N-ecstasy-d1-c1,121,"The email had one line. ""The committee has voted unanimously to award the grant."" She read it four times. The lab was empty because it was 6 a.m. and she had been the only one checking. She stood up from the desk and sat back down and stood up again. The grant was the one she had applied for nine times. Nine years. She walked to the window and opened it, and the air outside was cold and she stood in it. Then she picked up the phone and called her mother, and when her mother answered she couldn't say anything, so she just held the phone and her mother said ""What? What is it?"" and she still couldn't say anything.",clinical,P_ecstasy-d1-v1,ecstasy,T_ecstasy-d1-v1,6.148326051134848,3.636218162040564,3.4930642636660587,8,2,3,0.00016266392168110352,6.3278516156576705,4.188094149081993,3.40886534105173,8,3,2,0.00021538309727940855,5.823274825089277,3.801403491242251,3.495965082219099,8,2,3,0.00018700098485509637
