id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,split,pair_id,target_emotion,triplet_id,w_ev,w_ea,w_ed,w_gv,w_ga,w_gd,w_p555,r_ev,r_ea,r_ed,r_gv,r_ga,r_gd,r_p555,s_ev,s_ea,s_ed,s_gv,s_ga,s_gd,s_p555
B-rage-d3-v3,rage,peak,3.0,Personal violation (boundary crossed),N-rage-d3-c3,97,"His colleague had presented the work to the board. His work. The slides were the same slides — the same diagrams he had drawn on his tablet at two in the morning, the same data tables, the same conclusions in the same sequence. His colleague had removed his name from the file properties and changed the font. That was all he had changed. The font. The board had applauded. His colleague had thanked the team. He sat in the third row and looked at a diagram he had made and watched someone else explain what it meant.",clinical,P_rage-d3-v3,rage,,5.649620245842402,6.684769098267233,5.559976177697512,5,7,5,0.028347960688886193,5.565729082158117,6.587493652437472,5.410726739747362,5,7,5,0.03654547590512522,5.532657777429578,6.522966079203681,5.475139434315574,5,7,5,0.03344768138119849
B-rage-d3-v4,rage,peak,3.0,Personal violation (boundary crossed),N-rage-d3-c4,108,The neighbor's security camera had been pointed at her backyard for three months. Not at the property line. Not at the street. At her yard. At the chair where she read in the evenings. At the window of the room where she changed clothes. She had asked him to move it. He had smiled and said it was for his own property. She had asked the police. They said it was a civil matter. She had asked a lawyer. The lawyer said it would cost more than she had. The camera was still there. It was pointed at the chair. She did not sit in the chair anymore.,clinical,P_rage-d3-v4,rage,,5.5563393670759575,6.181180340679266,5.705164663476011,5,7,5,0.0504125291774375,5.514763712858209,6.074164588239072,5.524243604909216,5,7,5,0.06475149173392958,5.687560104595574,6.377285351568948,5.675552046482876,5,7,5,0.04608818072382646
B-grief-d1-v1,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c1,86,"The kitchen counter still had the grocery list in his handwriting. Bananas, milk, the kind of bread she never liked. She opened the refrigerator and found the leftovers he'd portioned into containers, labeled with days of the week. Thursday's container was still full. It was now Sunday. She closed the door and stood in the room where everything was exactly where he had put it, and no one was going to move any of it, and no one was going to add to it, ever again.",clinical,P_grief-d1-v1,grief,T_grief-d1-v1,5.700043211941175,6.749618348056317,7.120942642695946,5,8,7,0.01751805043720417,5.642674431698919,6.571533996040339,6.984613843648703,5,7,8,0.01890901868057643,5.694826947062467,6.902382025155494,6.986708858738105,5,8,7,0.015661093777188113
B-grief-d1-v2,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c2,78,"The woman at the front desk asked her to sign for his personal effects. A watch. A wallet with eleven dollars. A bus pass that expired next month. She put them in her coat pocket, where they made almost no weight at all. Outside, the parking lot was the same parking lot from this morning. She stood next to the car for a while. There was no reason to be anywhere in particular. There was no one waiting.",clinical,P_grief-d1-v2,grief,T_grief-d1-v2,5.434289264028917,5.220712077981534,5.0313790590765475,5,5,5,0.14312896901989614,5.283417621282122,4.977280010026906,4.636701942836392,5,5,5,0.15427110617508494,5.43839217741303,5.304449272051594,5.090993161830579,5,5,5,0.13154690805367764
B-grief-d1-v3,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c3,89,"His daughter had stopped answering the phone in complete sentences. When he called, she would say ""yeah"" or ""okay"" or nothing. The school sent a letter about attendance. He found the dog sitting by the back door again, in the same spot, facing the same direction, the way it had every evening for the last forty-seven days. He filled the water bowl and set it down. The dog looked at the door. He looked at the door. The yard was dark and empty and the gate had not opened.",clinical,P_grief-d1-v3,grief,,5.2441127190129,5.28183858972662,5.604446982299223,5,5,5,0.0875944642945068,5.155503962625686,5.337113834095317,5.384058674355807,5,5,5,0.09750930720771449,5.188748663192022,5.2676060076498095,5.660988848119799,5,5,5,0.08292495323365259
B-grief-d1-v4,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c4,95,"They told her she could take the room whenever she was ready. She wasn't ready. She went in anyway. The sheets were still pressed into the shape of the body that had been there. A glass of water on the nightstand, half-finished. The television remote balanced on the arm of the chair. She picked up the water glass and held it. It was room temperature now. She drank the rest of it because there was nothing else she could do with it and because the mouth that had touched it would not touch anything again.",clinical,P_grief-d1-v4,grief,,5.344616462740681,5.260593473108219,5.650586286079947,5,5,5,0.095902084594521,5.293653522929744,5.136647044892146,5.424562632392558,5,5,5,0.1232961466422549,5.284942671980816,5.289485882933533,5.652540778171971,5,5,5,0.08710881432494405
B-grief-d2-v1,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c1,91,"The lab was empty now. Twenty-two years of research. The server room had been cleared by facilities before she'd arrived Monday morning. The backup drives weren't in the cabinet. She found a single Post-it note on the monitor: ""Assets transferred per Board directive, 2/14."" Her notebooks were still there — they hadn't taken paper. She opened one to a page of handwritten equations from 2009 and ran her finger along the margin where she'd drawn a small star next to the line that would have changed everything, and now never would.",clinical,P_grief-d2-v1,grief,T_grief-d2-v1,5.476042269638343,6.097674197897843,6.209669142363259,5,5,7,0.030654813795233365,5.486709436034239,6.103086172787712,6.100540884020577,5,5,7,0.03404782155649157,5.581063702082992,6.2306815946546905,6.201575651693469,5,5,7,0.025308165649317767
B-grief-d2-v2,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c2,100,"The carpenter ran his hand along the doorframe of the shop. Thirty-one years. The auction company had tagged everything — the table saw, the planer, the chisels his father had given him, each one with a yellow sticker and a lot number. Someone would buy the tools for a price and use them or not use them. The workbench had a coffee ring from this morning. He pulled the chain on the overhead light and stood in the dark for a moment, then locked the door from the outside and put the key in an envelope addressed to the bank.",clinical,P_grief-d2-v2,grief,T_grief-d2-v2,5.503848706659992,5.954171984486715,6.104659437285026,5,5,7,0.0464305808461783,5.465176551882663,5.794368865603767,5.8279157031214694,5,5,7,0.06429448704641862,5.576969268229,6.100409206045957,6.217149894318935,5,5,7,0.034133726319174953
B-grief-d2-v3,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c3,94,"The orchestra had performed its final concert to an audience of thirty-four people. The music director collected the stand lights and wound the extension cords slowly, one loop at a time. The chairs were stacked against the wall. The city had reallocated the building. There was no season next year. There was no ensemble. Forty years of programs were in a filing cabinet in the hallway. He touched the lid of the piano and closed it, and the click of the latch was the last sound the hall would make as a concert hall.",clinical,P_grief-d2-v3,grief,,5.6646972102741895,6.087279838227951,6.259886646319803,5,7,5,0.04207357350479984,5.5117360448527455,6.163131591793319,6.168982136917147,5,7,6,0.049455168080366034,5.55959744482829,6.157339093058763,6.144013317975542,5,5,5,0.05040179114601919
B-grief-d2-v4,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c4,104,"She stood in the classroom after the last students had gone. The desks were still arranged in the circle she'd insisted on — not rows, never rows. The administration had given her until Friday. Thirty years and they'd given her until Friday. She took down the poster she'd made her first year, the one with the quote about curiosity, now faded where the sun hit it every afternoon. The tape pulled away a small piece of the paint. She folded the poster carefully and put it in a box that was not large enough for thirty years but was the only box she had.",clinical,P_grief-d2-v4,grief,,5.488645185865379,5.857358190580657,5.354849546843672,5,5,5,0.07898173924257108,5.454114534818202,5.863220475241424,5.135265492913273,5,5,5,0.0814278055632503,5.590833254074265,6.027718502714328,5.532186218139495,5,5,5,0.060848617010391015
B-grief-d3-v1,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c1,99,"He found the key on the kitchen table. Not in the bowl by the door where she always left it, but centered on the table, placed there with intention. The closet was half-empty in a way that was precise — her things, only her things, selected and removed while he was at work. The hangers were still swinging slightly, or he imagined they were. The bathroom mirror had a square of fog from a shower taken hours ago. He sat down on the bed and noticed the indent on her side of the mattress was already starting to level.",clinical,P_grief-d3-v1,grief,T_grief-d3-v1,5.6950573572888645,6.324342484211609,6.241195215062033,5,7,6,0.0326489633110669,5.541540223231488,6.1292595916986805,5.841964449452401,5,7,6,0.05550915237735623,5.655446133246399,6.48891093126406,6.121741284805613,5,8,7,0.02857743398461926
B-grief-d3-v2,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c2,88,"The girl sat on her bedroom floor, sorting two piles. Her mother's things that had been left behind. Her mother's things that had been taken. The taken pile was larger. The left pile included: one earring, a library book, a tube of hand cream, and a birthday card that said ""To my beautiful girl"" in handwriting she would not see on new things again. She put the card under her pillow and returned the library book to the shelf. There was a late fee. She would pay it.",clinical,P_grief-d3-v2,grief,T_grief-d3-v2,5.654658519482234,6.534655796138019,6.464996768884827,5,8,7,0.01859595030723394,5.560340425321985,6.436419286387525,6.10166066724839,5,7,5,0.02881522890893108,5.667091534549142,6.5038257703828455,6.30346362322226,5,8,7,0.02580890118466621
B-grief-d3-v3,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c3,94,"The man sat across from his son in the food court. The boy was twelve and had ordered nothing. The man had ordered coffee and hadn't touched it. Between them were two plane tickets — one was the boy's return flight. The other was the man's. Different cities. The boy was folding his straw wrapper into smaller and smaller squares. The man watched his hands and thought about how they were the same hands from the delivery room, just longer now. They had forty-five minutes before the gate opened and then they had nothing.",clinical,P_grief-d3-v3,grief,,5.374989858820403,5.539566262552568,5.97376572407713,5,5,7,0.06111410511516686,5.330643522957574,5.525228075292643,5.825149598030084,5,5,5,0.07181883150844777,5.339938964251228,5.40587574867046,5.840653855004381,5,5,5,0.06908091936998353
B-grief-d3-v4,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c4,90,"She kept the voicemail. She had listened to it four hundred times — she knew because her phone tracked it. It was eleven seconds long. It said ""Hey, it's me, just seeing if you need anything from the store."" That was the last ordinary sentence. Everything after that was logistics and silence and the sound of a person becoming someone who used to be there. She pressed play again. The voice said ""Hey, it's me"" and for two seconds the world was the old world, and then the message ended.",clinical,P_grief-d3-v4,grief,,5.74930076244599,6.7530079575314135,6.32680105875664,5,8,7,0.02994891080921237,5.572972808483897,6.447759501636628,6.136472695379409,5,7,5,0.04813926710940864,5.667674027864655,6.6973888584572485,6.183193970016028,5,8,7,0.04313006308301504
B-terror-d1-v1,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c1,95,"The sound came from the kitchen. She was in the bedroom. The hallway between them was fourteen feet long and unlit. She had locked the front door. She had not locked the back door. The sound was a drawer opening — the one that stuck, the one you had to lift and pull. Whoever was in the kitchen knew which drawer stuck. She looked at the window. Second floor. She looked at the phone on the nightstand. The sound from the kitchen stopped. The hallway was quiet. Then the first floorboard in the hallway shifted.",clinical,P_terror-d1-v1,terror,T_terror-d1-v1,5.556483625689021,5.776957004514653,6.148265675483107,5,5,7,0.04957702198258002,5.525573962516595,5.733234160065879,5.901326066229639,5,5,5,0.06251843322861673,5.577019295288113,5.829154540472734,6.079946506046689,5,5,7,0.04605222333717703
B-terror-d1-v2,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c2,103,"The man in the parking garage was walking at the same speed she was. She turned left. He turned left. She stopped at a car that was not hers and pretended to look for keys. He stopped four cars away and looked at his phone. She walked again. He walked again. The elevator was two rows ahead. She could see the number on the level marker: P3. Her car was on P1. There were no other people. The overhead lights made a buzzing sound that covered the sound of his shoes, so she had to keep turning around to know where he was.",clinical,P_terror-d1-v2,terror,T_terror-d1-v2,5.491214342300123,5.781897396761623,5.926180158165007,5,5,5,0.0781697225823981,5.396038053525284,5.673967810675643,5.693836981079049,5,5,5,0.09714032873200727,5.483834210727645,5.911895922136696,5.911764177826284,5,5,5,0.07177978531156194
B-terror-d1-v3,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c3,100,"He woke up because the dog was standing at the foot of the bed, facing the door, completely still. The dog did not bark. The dog always barked. Outside, the motion light above the garage had switched on. From the bed he could see it through the gap in the curtains — the white rectangle of light on the lawn. Something had moved through it. The light was still on, which meant something was still in range. He reached for his phone. The battery screen appeared: two percent. The dog had not moved. The dog was not making a sound.",clinical,P_terror-d1-v3,terror,,5.502568923329289,5.441744472295276,5.940020064988565,5,5,5,0.046832768186119575,5.526162214556705,5.300694245455369,5.747591347904878,5,5,5,0.05427540141323348,5.482570178916862,5.579120680464343,5.99489844856674,5,5,7,0.0371648689097356
B-terror-d1-v4,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c4,102,"The car behind her had been there for eleven turns. She had started counting after the sixth. The road was rural and it was after midnight and there were no other headlights in either direction. She accelerated. The car behind her accelerated. She slowed down. The car slowed down but did not pass. The gas gauge was below a quarter tank. The next town was twenty-two miles. She turned on a road she didn't recognize. The car behind her turned. Its headlights filled her mirrors, closer now than before, and the road ahead had no lights and no intersections and no buildings.",clinical,P_terror-d1-v4,terror,,5.5636263832151664,6.360084477973341,6.2189097990031454,5,5,7,0.047213581755747074,5.514110517694381,6.119399048913339,5.821278660402963,5,5,5,0.07522740367019437,5.65234963783501,6.399596551415358,6.25587827700302,5,5,7,0.04411463648671764
B-terror-d2-v1,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c1,111,"The doctor had stopped talking and was looking at the scan on the screen. She was looking at the doctor. He tilted the screen slightly away from her, which he had not done during the first three images. He picked up the phone and dialed a three-digit extension. He said ""Can you come to Room 4"" and nothing else. He hung up. He had not turned back to her. He was writing something. She could see the scan from where she sat — a white shape in a field of gray, in a place where the other images had shown only gray. The second doctor arrived in less than two minutes.",clinical,P_terror-d2-v1,terror,T_terror-d2-v1,5.6022650083608365,5.997176861922989,5.965158728719798,5,5,5,0.053341705268592055,5.63054761904558,5.941477641473764,5.721493835352794,5,5,5,0.054821438329650043,5.649483403808456,6.145833141364713,5.89175595200458,5,5,5,0.04555018092310725
B-terror-d2-v2,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c2,115,The nurse had pressed the button above the bed and then pressed it again. That was two presses. He knew what two presses meant because his wife had been on this floor for nine days and he had learned the codes from watching the nurses. One press was routine. Two was urgent. Three was the one he did not think about. The nurse was checking the IV line and moving faster than she had moved all week. Another nurse came through the door already pulling on gloves. His wife's eyes were open but she was looking at a point on the ceiling that was not the television and was not him and was not anything.,clinical,P_terror-d2-v2,terror,T_terror-d2-v2,5.519349497143959,7.02190428496441,5.425124502734946,5,8,7,0.027251397639285687,5.473906331971165,6.9546112639647415,5.170200185856804,5,8,5,0.02691213293970125,5.547946835629537,6.819918106984016,5.374228459726541,5,8,5,0.03155683457361616
B-terror-d2-v3,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c3,119,"She was twenty-six weeks along and the liquid on the bathroom floor was not what it was supposed to be. The color was wrong. She sat on the edge of the bathtub and looked at it. She could feel the baby move, which meant the baby was still moving, which was the only fact she had. Her phone was in the kitchen. The kitchen was down the stairs. She stood up and the room changed shape for a moment and then came back. She held the doorframe. The car keys were on the hook by the front door. The hospital was eleven minutes away. She knew it was eleven minutes because she had driven it twice already as practice.",clinical,P_terror-d2-v3,terror,,5.534448640732642,6.266656217150065,6.196848019548455,5,7,5,0.03246859673644558,5.452322104999469,6.083605892879188,5.985911542372222,5,5,7,0.05284639598382683,5.556635791880138,6.083933566578874,6.0502792145965545,5,5,7,0.04808825050709971
B-terror-d2-v4,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c4,115,The allergist had said the reaction would be mild. That was what the allergist had said. The boy's lips had changed shape in the first ninety seconds. His father was holding him and looking for the nurse who had been there a moment ago. The hallway was empty. He looked at the boy's neck. The skin was different than it had been when they walked in. He looked at the desk. No one. He looked at the door at the end of the hall. He could not remember if it led to the main corridor or to a storage room. The boy in his arms was making a sound that was not his normal sound.,clinical,P_terror-d2-v4,terror,,5.619362014583373,5.605166367024206,5.749492242322384,5,5,5,0.06077810233740379,5.491249568998186,5.728507806818068,5.619660186447671,5,5,5,0.07289789420195343,5.549802359534527,5.515378124911171,5.695389581416412,5,5,5,0.07145595264963076
B-terror-d3-v1,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c1,121,"The third letter had no return address, like the others. But this one had a photograph. It was her front door, taken from across the street, at night. The timestamp on the back was three days ago. She had been home three days ago. The porch light was on in the photo, which meant she had been awake. The angle was from the bus stop bench directly opposite her house. She walked to the window and looked at the bench. There was no one there now. There had been no one there any of the times she had looked. But someone had sat on that bench at 11:47 p.m. with a camera pointed at her door while the lights were on.",clinical,P_terror-d3-v1,terror,T_terror-d3-v1,5.69209080689759,6.585838974842343,6.786329473736082,5,8,7,0.01817240994192439,5.670228597167913,6.3807909684242015,6.358782038175937,5,5,7,0.029561331410982186,5.818302382448011,6.5540178918634915,6.6069913743424955,5,8,7,0.015714800323387502
B-terror-d3-v2,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c2,102,"He had checked the locks four times. He had checked them because the man who had been released from the facility on Tuesday knew his address. The court liaison had called to inform him, the way they were required to. The call lasted forty-five seconds. There were no conditions of distance. There was no monitoring. The man had been in the facility for what he had done in this house, in the room where he now checked the locks, and now the man was in the same city again and there was a number to call if something happened. Not before. If.",clinical,P_terror-d3-v2,terror,T_terror-d3-v2,5.656087273206586,6.386344477325967,6.715498730404697,5,5,7,0.03192742242677102,5.541113816839418,6.449842187837046,6.625246619020367,5,8,7,0.032194447181657496,5.690880268347379,6.537180046086885,6.606519498678451,5,8,7,0.027875587129131033
B-terror-d3-v3,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c3,107,"The notification said her home security camera had detected motion at 3:12 a.m. She opened the app. The footage showed the front porch. A figure stood at the door, facing the camera directly, not moving. The timestamp ran for four minutes and eleven seconds. The figure did not try the handle. Did not knock. Did not leave anything. Just stood facing the lens. At four minutes and twelve seconds, the figure turned and walked to the sidewalk and was gone. She scrolled back through the week. Tuesday, 2:48 a.m. Saturday, 3:30 a.m. The same figure. The same position. The same duration. She had been asleep each time.",clinical,P_terror-d3-v3,terror,,5.812785318034695,6.153530957891729,6.18438136166607,5,5,5,0.05911663481164269,5.689790431268375,5.771740057392548,5.8825954773337195,5,5,5,0.09165710636165626,5.74530050014606,6.083038541290264,6.208262210886444,5,5,5,0.06300035782314159
B-terror-d3-v4,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c4,106,"The messages had started after she left. One a day, then three, then twelve, then they came without pattern. The phone number changed each time. The content was not direct. ""Saw a woman who looked like you at the place on Fourth Street."" ""That restaurant we went to closed. Thought you should know."" ""Your car was parked at the school at 3:15 today."" The last one was accurate. She had been at the school at 3:15. She had not posted about it. She had not told anyone. She changed her route the next day. The message that evening said: ""New route looks longer. Is it faster?""",clinical,P_terror-d3-v4,terror,,5.450433988506742,5.878511777873571,6.293063075553131,5,5,7,0.05243242562615674,5.35871370131455,5.664380773879577,5.950393835997785,5,5,5,0.08020783005052279,5.462080110791698,5.815743164999391,6.31184780180097,5,5,7,0.049839050519659374
B-ecstasy-d1-v1,ecstasy,peak,1.0,"Achievement (breakthrough, recognition)",N-ecstasy-d1-c1,121,"The email had one line. ""The committee has voted unanimously to award the grant."" She read it four times. The lab was empty because it was 6 a.m. and she had been the only one checking. She stood up from the desk and sat back down and stood up again. The grant was the one she had applied for nine times. Nine years. She walked to the window and opened it, and the air outside was cold and she stood in it. Then she picked up the phone and called her mother, and when her mother answered she couldn't say anything, so she just held the phone and her mother said ""What? What is it?"" and she still couldn't say anything.",clinical,P_ecstasy-d1-v1,ecstasy,T_ecstasy-d1-v1,5.288488666787066,5.260411058927726,5.494354961751165,5,5,5,0.10809888636608864,5.39257021524165,5.330671418245418,5.448030733529022,5,5,5,0.10720055292548214,5.320348251905882,5.315990074217921,5.586407035752082,5,5,5,0.09566722094233861
B-ecstasy-d1-v2,ecstasy,peak,1.0,"Achievement (breakthrough, recognition)",N-ecstasy-d1-c2,120,"His name was on the board. He had to read it twice because the letters didn't make sense the first time — they were his letters, his name, but they were on the board and the board was the list and the list was the people who had passed. He had failed the exam twice before. He had studied in the kitchen of his apartment for fourteen months. His wife had quizzed him on terms she couldn't pronounce while their daughter slept in the next room. His name was on the board. He took a photograph of it and then took another photograph of it and then a third, because two might not be enough evidence that this was real.",clinical,P_ecstasy-d1-v2,ecstasy,T_ecstasy-d1-v2,5.636478602783009,6.303090258374504,6.692420060537978,5,5,7,0.02646820566711926,5.55352396599,6.414876797261936,6.5979741533116485,5,5,7,0.02615105604015729,5.686194183058199,6.203916848291014,6.575022272106561,5,5,7,0.0295395529384694
