id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,split,pair_id,target_emotion,triplet_id,w_ev,w_ea,w_ed,w_gv,w_ga,w_gd,w_p555,r_ev,r_ea,r_ed,r_gv,r_ga,r_gd,r_p555,s_ev,s_ea,s_ed,s_gv,s_ga,s_gd,s_p555
B-rage-d3-v3,rage,peak,3.0,Personal violation (boundary crossed),N-rage-d3-c3,97,"His colleague had presented the work to the board. His work. The slides were the same slides — the same diagrams he had drawn on his tablet at two in the morning, the same data tables, the same conclusions in the same sequence. His colleague had removed his name from the file properties and changed the font. That was all he had changed. The font. The board had applauded. His colleague had thanked the team. He sat in the third row and looked at a diagram he had made and watched someone else explain what it meant.",clinical,P_rage-d3-v3,rage,,3.9216159900164893,4.392146505486859,3.982599727501899,1,1,1,0.009267767936493714,3.8197191748644355,4.364715136935916,3.9076927733960205,1,1,1,0.009377117092062088,3.8803532357524637,4.365771313489623,3.9551475307812662,1,1,1,0.00806207569228476
B-rage-d3-v4,rage,peak,3.0,Personal violation (boundary crossed),N-rage-d3-c4,108,The neighbor's security camera had been pointed at her backyard for three months. Not at the property line. Not at the street. At her yard. At the chair where she read in the evenings. At the window of the room where she changed clothes. She had asked him to move it. He had smiled and said it was for his own property. She had asked the police. They said it was a civil matter. She had asked a lawyer. The lawyer said it would cost more than she had. The camera was still there. It was pointed at the chair. She did not sit in the chair anymore.,clinical,P_rage-d3-v4,rage,,4.080974972159423,4.421544561757281,4.140013035957808,1,1,1,0.006708599995651997,3.9909839171499932,4.323255142059681,4.089644934142393,1,1,1,0.007438341479538534,3.9467858731803496,4.3229626882433045,4.125015382234731,1,1,1,0.007718369013236657
B-grief-d1-v1,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c1,86,"The kitchen counter still had the grocery list in his handwriting. Bananas, milk, the kind of bread she never liked. She opened the refrigerator and found the leftovers he'd portioned into containers, labeled with days of the week. Thursday's container was still full. It was now Sunday. She closed the door and stood in the room where everything was exactly where he had put it, and no one was going to move any of it, and no one was going to add to it, ever again.",clinical,P_grief-d1-v1,grief,T_grief-d1-v1,4.0226612026605135,4.3644838126724395,3.996081770161362,1,1,1,0.00913030283920481,3.8312280373863654,4.268129183610471,3.814515725302681,1,1,1,0.008160714617107753,3.9913647858547048,4.3786462637490535,3.911176302504415,1,1,1,0.00947091958409347
B-grief-d1-v2,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c2,78,"The woman at the front desk asked her to sign for his personal effects. A watch. A wallet with eleven dollars. A bus pass that expired next month. She put them in her coat pocket, where they made almost no weight at all. Outside, the parking lot was the same parking lot from this morning. She stood next to the car for a while. There was no reason to be anywhere in particular. There was no one waiting.",clinical,P_grief-d1-v2,grief,T_grief-d1-v2,3.995625265113108,4.224019442755831,3.8887870055569227,1,1,1,0.007852916150002442,3.871987468781625,4.17219757786753,3.741715393926361,1,1,1,0.007943299799521929,3.9389111326672523,4.22610909805513,3.83912462459411,1,1,1,0.008045021364162196
B-grief-d1-v3,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c3,89,"His daughter had stopped answering the phone in complete sentences. When he called, she would say ""yeah"" or ""okay"" or nothing. The school sent a letter about attendance. He found the dog sitting by the back door again, in the same spot, facing the same direction, the way it had every evening for the last forty-seven days. He filled the water bowl and set it down. The dog looked at the door. He looked at the door. The yard was dark and empty and the gate had not opened.",clinical,P_grief-d1-v3,grief,,3.9310509069556687,4.126752401313388,3.873194989827111,1,1,1,0.010274008556903635,3.6868291381207388,4.032762585831915,3.747611606528187,1,1,1,0.008632412221352442,3.83398366812208,4.129260850529552,3.869060708445027,1,1,1,0.010973909904615735
B-grief-d1-v4,grief,peak,1.0,Bereavement (death of loved one),N-grief-d1-c4,95,"They told her she could take the room whenever she was ready. She wasn't ready. She went in anyway. The sheets were still pressed into the shape of the body that had been there. A glass of water on the nightstand, half-finished. The television remote balanced on the arm of the chair. She picked up the water glass and held it. It was room temperature now. She drank the rest of it because there was nothing else she could do with it and because the mouth that had touched it would not touch anything again.",clinical,P_grief-d1-v4,grief,,4.086013321668987,4.4071580767389165,4.1504577756495795,1,1,1,0.009080481450938163,3.935092275255785,4.374512775033614,4.024112588881094,1,1,1,0.008114028401945774,4.178750120911732,4.453157280938331,4.159944008148439,1,1,1,0.009748913832190639
B-grief-d2-v1,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c1,91,"The lab was empty now. Twenty-two years of research. The server room had been cleared by facilities before she'd arrived Monday morning. The backup drives weren't in the cabinet. She found a single Post-it note on the monitor: ""Assets transferred per Board directive, 2/14."" Her notebooks were still there — they hadn't taken paper. She opened one to a page of handwritten equations from 2009 and ran her finger along the margin where she'd drawn a small star next to the line that would have changed everything, and now never would.",clinical,P_grief-d2-v1,grief,T_grief-d2-v1,4.02043521845148,4.732632400515571,4.282203031206149,1,1,1,0.009248424970641822,3.9807278222593068,4.6581919336036375,4.1841357105605645,1,1,1,0.00893451598037249,4.156870846455699,4.739213952206583,4.341360168728897,1,1,1,0.009566765797847427
B-grief-d2-v2,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c2,100,"The carpenter ran his hand along the doorframe of the shop. Thirty-one years. The auction company had tagged everything — the table saw, the planer, the chisels his father had given him, each one with a yellow sticker and a lot number. Someone would buy the tools for a price and use them or not use them. The workbench had a coffee ring from this morning. He pulled the chain on the overhead light and stood in the dark for a moment, then locked the door from the outside and put the key in an envelope addressed to the bank.",clinical,P_grief-d2-v2,grief,T_grief-d2-v2,4.144549407964104,4.516891948841637,4.1056902267608,1,1,1,0.00853612099213553,3.9877644689962635,4.439118359594641,3.931133526294779,1,1,1,0.007904236834265424,3.9475792517070576,4.386207602619995,4.016508271892861,1,1,1,0.008217821840686782
B-grief-d2-v3,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c3,94,"The orchestra had performed its final concert to an audience of thirty-four people. The music director collected the stand lights and wound the extension cords slowly, one loop at a time. The chairs were stacked against the wall. The city had reallocated the building. There was no season next year. There was no ensemble. Forty years of programs were in a filing cabinet in the hallway. He touched the lid of the piano and closed it, and the click of the latch was the last sound the hall would make as a concert hall.",clinical,P_grief-d2-v3,grief,,4.143731044804138,4.583701273571368,4.3425743956810825,1,1,1,0.008682423380722401,3.948474690790123,4.489200383966701,4.20736664162826,1,1,1,0.00896835492771558,4.101906262459935,4.532526955826754,4.309971328813494,1,1,1,0.009236477068331283
B-grief-d2-v4,grief,peak,2.0,Career destruction (life's work lost),N-grief-d2-c4,104,"She stood in the classroom after the last students had gone. The desks were still arranged in the circle she'd insisted on — not rows, never rows. The administration had given her until Friday. Thirty years and they'd given her until Friday. She took down the poster she'd made her first year, the one with the quote about curiosity, now faded where the sun hit it every afternoon. The tape pulled away a small piece of the paint. She folded the poster carefully and put it in a box that was not large enough for thirty years but was the only box she had.",clinical,P_grief-d2-v4,grief,,4.0861652893259635,4.458569078264674,4.1630067376302495,1,1,1,0.010686576518122924,3.9661767017355616,4.342576909016558,3.9803064171127445,1,1,1,0.010660098038680498,3.9723302045552913,4.352987464904586,4.088700815771944,1,1,1,0.00884679323186777
B-grief-d3-v1,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c1,99,"He found the key on the kitchen table. Not in the bowl by the door where she always left it, but centered on the table, placed there with intention. The closet was half-empty in a way that was precise — her things, only her things, selected and removed while he was at work. The hangers were still swinging slightly, or he imagined they were. The bathroom mirror had a square of fog from a shower taken hours ago. He sat down on the bed and noticed the indent on her side of the mattress was already starting to level.",clinical,P_grief-d3-v1,grief,T_grief-d3-v1,3.8348676834457076,4.417196748335966,4.041878323270135,1,1,1,0.007144448846121882,3.7553954828054192,4.289753183073702,3.946041612594753,1,1,1,0.007712341484456062,3.7970934915748926,4.351216562394505,3.961805971689751,1,1,1,0.008257772406714511
B-grief-d3-v2,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c2,88,"The girl sat on her bedroom floor, sorting two piles. Her mother's things that had been left behind. Her mother's things that had been taken. The taken pile was larger. The left pile included: one earring, a library book, a tube of hand cream, and a birthday card that said ""To my beautiful girl"" in handwriting she would not see on new things again. She put the card under her pillow and returned the library book to the shelf. There was a late fee. She would pay it.",clinical,P_grief-d3-v2,grief,T_grief-d3-v2,4.081910528970403,4.264147729900973,3.7681879932419786,1,1,1,0.007307292867893224,3.845473553085904,4.117928636450678,3.6401695722885923,1,1,1,0.006323311944497366,3.9209221065151425,4.237662694733836,3.7585042381610037,1,1,1,0.006507907244879726
B-grief-d3-v3,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c3,94,"The man sat across from his son in the food court. The boy was twelve and had ordered nothing. The man had ordered coffee and hadn't touched it. Between them were two plane tickets — one was the boy's return flight. The other was the man's. Different cities. The boy was folding his straw wrapper into smaller and smaller squares. The man watched his hands and thought about how they were the same hands from the delivery room, just longer now. They had forty-five minutes before the gate opened and then they had nothing.",clinical,P_grief-d3-v3,grief,,3.9599913086421314,4.230236784897307,3.7603132580958016,1,1,1,0.006763848027948009,3.8544617902327176,4.196603263630918,3.725303222214776,1,1,1,0.007697609486529905,3.9184796633965475,4.187769260172853,3.7470151225714945,1,1,1,0.006771207323518641
B-grief-d3-v4,grief,peak,3.0,Relationship dissolution (abandonment),N-grief-d3-c4,90,"She kept the voicemail. She had listened to it four hundred times — she knew because her phone tracked it. It was eleven seconds long. It said ""Hey, it's me, just seeing if you need anything from the store."" That was the last ordinary sentence. Everything after that was logistics and silence and the sound of a person becoming someone who used to be there. She pressed play again. The voice said ""Hey, it's me"" and for two seconds the world was the old world, and then the message ended.",clinical,P_grief-d3-v4,grief,,4.2445238696566525,4.4346314558710604,3.9837867985495854,1,1,1,0.011774088887251708,3.950342185044705,4.2834595194797815,3.801097718096985,1,1,1,0.01003720705810426,4.07394760587747,4.336228087453025,3.8544677276385775,1,1,1,0.00919108292899886
B-terror-d1-v1,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c1,95,"The sound came from the kitchen. She was in the bedroom. The hallway between them was fourteen feet long and unlit. She had locked the front door. She had not locked the back door. The sound was a drawer opening — the one that stuck, the one you had to lift and pull. Whoever was in the kitchen knew which drawer stuck. She looked at the window. Second floor. She looked at the phone on the nightstand. The sound from the kitchen stopped. The hallway was quiet. Then the first floorboard in the hallway shifted.",clinical,P_terror-d1-v1,terror,T_terror-d1-v1,3.890720001965485,4.328398042622614,3.943065528016052,1,1,1,0.006396135849576263,3.730669770557523,4.228187766244641,3.8574856893462366,1,1,1,0.006902208747507223,3.8405553125118237,4.311495663797201,3.9035402963349277,1,1,1,0.007390857073729063
B-terror-d1-v2,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c2,103,"The man in the parking garage was walking at the same speed she was. She turned left. He turned left. She stopped at a car that was not hers and pretended to look for keys. He stopped four cars away and looked at his phone. She walked again. He walked again. The elevator was two rows ahead. She could see the number on the level marker: P3. Her car was on P1. There were no other people. The overhead lights made a buzzing sound that covered the sound of his shoes, so she had to keep turning around to know where he was.",clinical,P_terror-d1-v2,terror,T_terror-d1-v2,3.865701067476467,4.259968086177558,3.8936693974026086,1,1,1,0.008378698140172829,3.765907933525469,4.169627026687065,3.8106227883694537,1,1,1,0.009886594320068514,3.777074681226041,4.21621531689874,3.852280242666917,1,1,1,0.008024862727781395
B-terror-d1-v3,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c3,100,"He woke up because the dog was standing at the foot of the bed, facing the door, completely still. The dog did not bark. The dog always barked. Outside, the motion light above the garage had switched on. From the bed he could see it through the gap in the curtains — the white rectangle of light on the lawn. Something had moved through it. The light was still on, which meant something was still in range. He reached for his phone. The battery screen appeared: two percent. The dog had not moved. The dog was not making a sound.",clinical,P_terror-d1-v3,terror,,3.8782231145507042,4.282923813336079,3.990499914061975,1,1,1,0.008702404991465613,3.708135942858691,4.23250592526625,3.8600191995953037,1,1,1,0.008177642359948669,3.7373222778640653,4.1777382292040075,3.9087016513151234,1,1,1,0.009857227209094514
B-terror-d1-v4,terror,peak,1.0,"Physical threat (intruder, violence)",N-terror-d1-c4,102,"The car behind her had been there for eleven turns. She had started counting after the sixth. The road was rural and it was after midnight and there were no other headlights in either direction. She accelerated. The car behind her accelerated. She slowed down. The car slowed down but did not pass. The gas gauge was below a quarter tank. The next town was twenty-two miles. She turned on a road she didn't recognize. The car behind her turned. Its headlights filled her mirrors, closer now than before, and the road ahead had no lights and no intersections and no buildings.",clinical,P_terror-d1-v4,terror,,3.89423404233551,4.510794403985483,4.181624059112813,1,1,1,0.0068513322906737575,3.809949682744639,4.4714933532404295,4.057175464921342,1,1,1,0.007702556972592573,3.7062361438733507,4.4254053357360235,4.105670689616067,1,1,1,0.007105635369041838
B-terror-d2-v1,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c1,111,"The doctor had stopped talking and was looking at the scan on the screen. She was looking at the doctor. He tilted the screen slightly away from her, which he had not done during the first three images. He picked up the phone and dialed a three-digit extension. He said ""Can you come to Room 4"" and nothing else. He hung up. He had not turned back to her. He was writing something. She could see the scan from where she sat — a white shape in a field of gray, in a place where the other images had shown only gray. The second doctor arrived in less than two minutes.",clinical,P_terror-d2-v1,terror,T_terror-d2-v1,4.294607876064512,4.561843927832039,4.1568827173230405,1,1,1,0.010379468710188303,4.102160502894047,4.51756064211507,4.073408220646572,1,1,1,0.009894707054036053,4.151129128996299,4.511460430073191,4.091614117351663,1,1,1,0.008419187937238374
B-terror-d2-v2,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c2,115,The nurse had pressed the button above the bed and then pressed it again. That was two presses. He knew what two presses meant because his wife had been on this floor for nine days and he had learned the codes from watching the nurses. One press was routine. Two was urgent. Three was the one he did not think about. The nurse was checking the IV line and moving faster than she had moved all week. Another nurse came through the door already pulling on gloves. His wife's eyes were open but she was looking at a point on the ceiling that was not the television and was not him and was not anything.,clinical,P_terror-d2-v2,terror,T_terror-d2-v2,3.893675848408914,4.262766910237598,3.7817818744934555,1,1,1,0.008851277903012145,3.7602619984412162,4.2243726604246445,3.739860396687258,1,1,1,0.00804302998260582,3.9108260986597996,4.225637816119174,3.7719479188580665,1,1,1,0.009520866296631389
B-terror-d2-v3,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c3,119,"She was twenty-six weeks along and the liquid on the bathroom floor was not what it was supposed to be. The color was wrong. She sat on the edge of the bathtub and looked at it. She could feel the baby move, which meant the baby was still moving, which was the only fact she had. Her phone was in the kitchen. The kitchen was down the stairs. She stood up and the room changed shape for a moment and then came back. She held the doorframe. The car keys were on the hook by the front door. The hospital was eleven minutes away. She knew it was eleven minutes because she had driven it twice already as practice.",clinical,P_terror-d2-v3,terror,,4.031544989580321,4.483530832366983,4.107918092874746,1,1,1,0.008173649566709405,3.8984989533321683,4.4331476523832505,3.969014605615559,1,1,1,0.009357951427320908,3.8607494109689338,4.365512558424901,4.039639961837665,1,1,1,0.007660823595147102
B-terror-d2-v4,terror,peak,2.0,"Medical crisis (diagnosis, emergency)",N-terror-d2-c4,115,The allergist had said the reaction would be mild. That was what the allergist had said. The boy's lips had changed shape in the first ninety seconds. His father was holding him and looking for the nurse who had been there a moment ago. The hallway was empty. He looked at the boy's neck. The skin was different than it had been when they walked in. He looked at the desk. No one. He looked at the door at the end of the hall. He could not remember if it led to the main corridor or to a storage room. The boy in his arms was making a sound that was not his normal sound.,clinical,P_terror-d2-v4,terror,,3.9112561187723074,4.210969881741918,3.951566270163467,1,1,1,0.008141092263292982,3.589986958226872,4.063932732618843,3.7971369208650008,1,1,1,0.006737987969232737,3.755700923874988,4.083739451451746,3.812031803873193,1,1,1,0.007653040747756795
B-terror-d3-v1,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c1,121,"The third letter had no return address, like the others. But this one had a photograph. It was her front door, taken from across the street, at night. The timestamp on the back was three days ago. She had been home three days ago. The porch light was on in the photo, which meant she had been awake. The angle was from the bus stop bench directly opposite her house. She walked to the window and looked at the bench. There was no one there now. There had been no one there any of the times she had looked. But someone had sat on that bench at 11:47 p.m. with a camera pointed at her door while the lights were on.",clinical,P_terror-d3-v1,terror,T_terror-d3-v1,3.889497571152771,4.598610234494979,4.203221480632541,1,1,1,0.008745487405276179,3.8732682432959673,4.5468919116980855,4.087294570368584,1,1,1,0.008000673534509926,3.8101688631971187,4.4807865540540135,4.13508028664086,1,1,1,0.0077819275004647305
B-terror-d3-v2,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c2,102,"He had checked the locks four times. He had checked them because the man who had been released from the facility on Tuesday knew his address. The court liaison had called to inform him, the way they were required to. The call lasted forty-five seconds. There were no conditions of distance. There was no monitoring. The man had been in the facility for what he had done in this house, in the room where he now checked the locks, and now the man was in the same city again and there was a number to call if something happened. Not before. If.",clinical,P_terror-d3-v2,terror,T_terror-d3-v2,3.86554832231243,4.3977442045874335,4.229337405084822,1,1,1,0.00912170217780145,3.821974144165751,4.310389025811761,4.037462734376466,1,1,1,0.009447285630528518,3.7961784891036547,4.30863043686349,4.1337146124803725,1,1,1,0.008618176561093547
B-terror-d3-v3,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c3,107,"The notification said her home security camera had detected motion at 3:12 a.m. She opened the app. The footage showed the front porch. A figure stood at the door, facing the camera directly, not moving. The timestamp ran for four minutes and eleven seconds. The figure did not try the handle. Did not knock. Did not leave anything. Just stood facing the lens. At four minutes and twelve seconds, the figure turned and walked to the sidewalk and was gone. She scrolled back through the week. Tuesday, 2:48 a.m. Saturday, 3:30 a.m. The same figure. The same position. The same duration. She had been asleep each time.",clinical,P_terror-d3-v3,terror,,3.910575109897557,4.483303720096631,4.220044243892137,1,1,1,0.007605744034743932,3.8140855194137027,4.410626922480577,4.0261430661755035,1,1,1,0.00863309419681194,3.8721469443867105,4.367405311973798,4.1299471148205855,1,1,1,0.010141574234395526
B-terror-d3-v4,terror,peak,3.0,"Psychological threat (stalking, loss of control)",N-terror-d3-c4,106,"The messages had started after she left. One a day, then three, then twelve, then they came without pattern. The phone number changed each time. The content was not direct. ""Saw a woman who looked like you at the place on Fourth Street."" ""That restaurant we went to closed. Thought you should know."" ""Your car was parked at the school at 3:15 today."" The last one was accurate. She had been at the school at 3:15. She had not posted about it. She had not told anyone. She changed her route the next day. The message that evening said: ""New route looks longer. Is it faster?""",clinical,P_terror-d3-v4,terror,,3.9065764968243637,4.346264216696999,3.990774494848228,1,1,1,0.00822070501892535,3.806829561578541,4.309704906513646,3.8905238123222388,1,1,1,0.0071730672433808935,3.8707645957962757,4.252617161045127,3.9628218613221056,1,1,1,0.007665352731647681
B-ecstasy-d1-v1,ecstasy,peak,1.0,"Achievement (breakthrough, recognition)",N-ecstasy-d1-c1,121,"The email had one line. ""The committee has voted unanimously to award the grant."" She read it four times. The lab was empty because it was 6 a.m. and she had been the only one checking. She stood up from the desk and sat back down and stood up again. The grant was the one she had applied for nine times. Nine years. She walked to the window and opened it, and the air outside was cold and she stood in it. Then she picked up the phone and called her mother, and when her mother answered she couldn't say anything, so she just held the phone and her mother said ""What? What is it?"" and she still couldn't say anything.",clinical,P_ecstasy-d1-v1,ecstasy,T_ecstasy-d1-v1,4.071325277341874,4.375656896382467,3.986689406539872,1,1,1,0.008336336471778246,3.8930638732334053,4.2599588552378576,3.9012835368662793,1,1,1,0.008205214294853344,3.9619924224928496,4.3244443947297215,4.031559320917491,1,1,1,0.00742007546376749
B-ecstasy-d1-v2,ecstasy,peak,1.0,"Achievement (breakthrough, recognition)",N-ecstasy-d1-c2,120,"His name was on the board. He had to read it twice because the letters didn't make sense the first time — they were his letters, his name, but they were on the board and the board was the list and the list was the people who had passed. He had failed the exam twice before. He had studied in the kitchen of his apartment for fourteen months. His wife had quizzed him on terms she couldn't pronounce while their daughter slept in the next room. His name was on the board. He took a photograph of it and then took another photograph of it and then a third, because two might not be enough evidence that this was real.",clinical,P_ecstasy-d1-v2,ecstasy,T_ecstasy-d1-v2,3.8330782074957477,4.30772480541654,4.046799077308496,1,1,1,0.008717489470189623,3.602860705922639,4.21423834607828,3.8384534723405115,1,1,1,0.0065214191026286335,3.7529664030068135,4.28252569102739,4.032756354479305,1,1,1,0.006702767919200419
