id,text,human_writer_v,human_writer_a,human_writer_d,human_reader_v,human_reader_a,human_reader_d,w_ev,w_ea,w_ed,w_gv,w_ga,w_gd,w_p555,r_ev,r_ea,r_ed,r_gv,r_ga,r_gd,r_p555,s_ev,s_ea,s_ed,s_gv,s_ga,s_gd,s_p555
110CYL071_1962_2031,"The savings are counted in more ways than dollars and cents, however.",3.0,2.2,3.2,3.0,2.67,3.67,5.560395104554485,3.6325074696811437,5.47065491085264,5,2,8,4.4827070595797406e-05,5.4877425282699415,3.2787880607565354,5.398274687614385,5,2,8,2.831370147981084e-05,5.365616186036728,3.825717959959081,5.317870180799273,5,2,7,7.320199116057193e-05
110CYL071_2392_2518,Your gift will help give new meaning to the word success -- for people who have seldom had reason to use the word.,3.6,3.0,3.2,3.6,3.4,3.0,6.139370207171238,3.4314608115773826,4.941860019987628,8,2,6,3.6407375972739756e-05,5.875649828374668,3.775573197013336,4.867448263183032,8,2,6,1.2531957402035354e-05,5.844826995406457,3.800179487483595,5.028065161670066,8,2,6,4.278408244621755e-05
110CYL071_246_283,Michael was born with cerebral palsy.,2.0,3.5,2.5,2.2,3.0,3.0,6.283621805533711,3.6966593071472107,4.576495521234208,8,2,5,7.699734881301633e-05,6.780931699351161,3.786483708007124,4.230284533461269,8,3,2,5.297485390416731e-05,6.346698832959786,3.767382361316752,4.577600446735538,8,2,5,0.0001612339425929
110CYL071_458_550,His most recent job lasted only a year before cut-backs eliminated his position.,2.75,3.0,3.0,2.0,3.0,2.75,6.352978487529689,3.4895119841172826,4.236139115628957,8,2,5,9.624080748453232e-05,6.339994228665111,3.6529893588495908,3.997173936795507,8,2,3,7.032780076866894e-05,6.534763003399734,3.4667535856634073,4.032264724264236,8,2,3,0.00012746424252227162
110CYL071_606_664,He resorted to public assistance dollars to survive.,2.6,3.2,3.0,2.8,3.0,3.2,6.358444100504782,3.0058755153062338,3.545454434577797,6,2,3,3.7547836642788406e-05,6.560221878015993,3.2820335749224565,3.346312909291256,8,2,3,2.924357485149288e-05,6.35150384902984,3.183293207589526,3.6355517506897406,8,2,3,0.00010309051671325353
110CYL071_665_698,"Finally, Michael called Goodwill.",3.0,3.2,3.0,3.2,3.0,3.0,6.039846067731813,3.870224981983372,4.242444022632762,5,2,3,0.00012527965168365057,6.044466657166453,3.443972421525523,3.8765902747001864,5,2,3,6.331810320012417e-05,5.480795484065383,3.98366766280897,4.367745276631502,5,3,2,0.00028141422950546234
110CYL200_1611_1668,"Some are blind, deaf or have other physical disabilities.",2.8,3.0,3.0,2.0,3.0,3.0,5.9421559636424846,3.3027695706570985,4.345231682452269,8,2,3,7.101841003203917e-05,6.368402925338058,3.145273143225701,3.5599855686683557,9,2,1,2.6498254411139233e-05,5.7610914840647585,3.537742428287068,4.181395870799082,9,2,1,0.00012526490014222046
110CYL200_2548_2558,"Sincerely,",3.25,3.25,3.0,3.2,3.0,3.2,6.625550662650399,3.619570508829309,3.942350032298969,9,2,1,8.240840923550929e-05,7.2781770974400075,2.9179880907456828,2.9894053740168056,9,2,1,3.064498470633477e-05,5.895464154934867,4.08218630151581,4.3408521162654115,9,2,1,0.0001811165060192256
110CYL200_481_588,He went to the Center Township Trustee for food stamps until he could find a job and a place to live.,2.8,3.0,3.0,3.2,3.0,3.0,6.399037953824884,3.230562327315948,3.7720315627521708,8,2,3,0.00010804042873646388,6.602584033983187,3.305273070100114,3.582201128837735,8,2,3,7.197820966501852e-05,6.405018786847132,3.2974722536941794,3.8568937744978995,8,2,3,0.00018601854264006546
112C-L012_1625_1768,Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.,3.0,2.67,2.67,3.2,3.0,2.8,6.838536312400705,3.2683180715828457,4.624592494385631,8,3,2,4.631265406174522e-05,6.893988075455325,3.497695825934243,3.8849253367655363,8,3,2,2.51672634337109e-05,6.76297468115247,3.3013749002757806,4.1016189400693595,8,3,2,5.307931435864307e-05
112C-L012_409_634,"To help them establish themselves in the community, the Pleasant Run Emancipation fund was begun in 1993 by private donors who wanted to provide a measure of financial support for those leaving our programs.",3.2,3.0,3.4,3.2,3.0,3.2,6.479369339964702,3.2914277356260135,4.318388122833401,9,2,1,5.095364480389728e-05,6.527708367129072,3.084670458687069,4.462319375952559,8,3,2,3.0734285990708214e-05,6.47151470987218,3.3801086894744206,4.60789722209176,9,2,1,0.00011561023934348104
112C-L013_1130_1256,"Today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse.",2.6,3.0,2.8,2.6,3.2,3.0,6.45964560659708,4.167523550763106,2.6756149963039375,9,2,1,1.1955144437508493e-05,6.829953714717292,4.527112599746128,2.4699407886559075,9,2,3,2.652618706230463e-06,6.331566195770072,4.574633265783267,2.4932404544468696,7,3,2,1.5183510599753268e-05
112C-L013_156_252,"Little ones, like Baby Jessica, caught in the struggle between adoptive and birth parents.",2.67,3.0,3.0,3.0,3.0,3.0,6.616099722843449,3.870098656805692,3.979392412957166,9,2,5,9.275831227634994e-05,6.865375664303112,3.855006017520785,4.149388411755839,9,2,5,5.275999617171131e-05,6.447455359296541,4.153676187621768,3.9119324853638986,9,2,1,0.00011457744907448818
112C-L013_973_1053,Pleasant Run Children's Homes began serving children nearly 130 years ago.,3.0,3.2,3.2,3.2,3.2,3.6,6.423635412588007,3.3321162928185872,4.084478931691324,9,2,1,0.00012939391729548078,6.635858919775429,2.9380989896341627,4.14765150780215,9,2,1,9.448451435440279e-05,6.330912371590863,3.6569149347948797,4.356871639347002,9,2,1,0.000237451767000841
112C-L014_1144_1226,"They leave Pleasant Run, generally, ready and able to contribute to society.",3.4,3.2,3.4,3.4,2.8,3.2,6.036806872496587,3.374601888864783,5.043994168917988,6,2,8,9.706478060521857e-05,6.059530239455319,2.9588097303121583,5.074999312617811,5,2,8,5.9564389004435686e-05,5.938541020700195,3.493195953776718,5.694230108496322,5,2,8,0.00018609417743276535
112C-L014_18_31,"June 26, 1995",3.0,2.75,3.0,3.0,2.17,2.67,5.88365165624675,4.279654496003905,3.8733605714366384,9,1,2,0.00016694177315225043,5.989874680353054,4.164407681628805,3.4065114425815572,9,2,1,9.698512841916297e-05,5.724275158829706,4.338564388151234,3.89890332642632,9,2,1,0.0002565204493478709
112C-L014_195_327,"Federal, state and local governments are freezing or withdrawing much-needed funding sources for people who are truly in need.",3.0,2.5,2.75,3.2,3.2,3.2,6.61155772227537,3.2355662608390188,4.280022282405115,8,2,6,4.617513295846311e-05,6.809949541085496,3.701051895490026,3.804318950526919,8,3,2,2.673105102491545e-05,6.8101484395296215,3.209122277078066,3.949878998884135,8,2,3,6.435222306813509e-05
112C-L015_1147_1188,It may help a family stay together.,3.4,3.2,3.0,3.2,3.0,3.0,6.041437711701588,3.1002623635438136,4.572378345293091,5,2,3,8.609453033765222e-05,5.789952237675796,2.9433463576124472,4.791882418529539,5,2,3,3.509521379241933e-05,5.645280233319145,3.5540031570938684,4.933502598749374,5,2,8,0.00021363826598155483
112C-L015_1682_1813,Let our families and children know that you want them to have the same kinds of memories of the holidays you will have.,3.4,3.2,3.0,3.4,2.6,3.0,6.4976846878067995,3.206599847333008,4.583502964537914,8,2,6,5.0795399257889415e-05,6.455899012747065,3.237823702102161,4.797249664041429,8,2,6,1.809183224225023e-05,6.1381088396574555,3.490938520465958,4.907559601735608,8,2,6,9.778513961106571e-05
112C-L015_18_47,Dear Friends of Pleasant Run:,3.0,3.2,3.0,3.0,3.0,3.0,6.277678543918578,3.749695319943241,3.861211747423217,9,2,1,6.308163742692846e-05,6.517934898640855,3.2396782383592724,3.549406078825181,9,2,1,2.307529444741475e-05,5.638288220538932,4.2424127157214375,4.11797150981571,5,8,3,0.00012117209372705262
112C-L016_1321_1331,"Sincerely,",3.2,2.8,3.2,3.2,2.8,3.0,6.625550662650399,3.619570508829309,3.942350032298969,9,2,1,8.240840923550929e-05,7.2781770974400075,2.9179880907456828,2.9894053740168056,9,2,1,3.064498470633477e-05,5.895464154934867,4.08218630151581,4.3408521162654115,9,2,1,0.0001811165060192256
112C-L016_805_903,They do not have the resources necessary to purchase gifts or food for a holiday meal.,2.75,3.0,3.0,2.2,2.6,2.6,6.335933384881775,3.076818130472302,3.7581291889612887,6,2,3,3.734908911461623e-05,6.234136591788803,3.2956661639183613,4.0421501980428625,8,2,3,5.21188003401271e-05,6.546777755141249,3.2272481410294875,3.7340511272638266,8,2,3,6.461779074540513e-05
113CWL017_1596_1640,You can make a difference in a child's life.,3.6,3.4,3.2,3.0,3.0,3.0,6.135828262330857,3.6605458848147965,5.468301556173532,9,1,8,0.00017549346310681907,6.272519979492445,3.6649210697453425,5.316326482774281,9,1,8,8.72603911347915e-05,5.790451966506227,4.308931648742786,5.914154578754311,9,1,8,0.00023310659378360943
113CWL017_18_64,"June 1, 1998 BOYS & Girls Club OF INDIANAPOLIS",3.0,3.0,3.25,3.0,3.0,3.0,6.440183559606203,4.108175561904245,3.3499928358701396,9,1,2,0.00018088360145645724,6.560383032400267,3.8548006789799394,3.306962753841855,9,2,1,8.639619667609821e-05,5.776393107219969,4.297650735157081,3.8706100959426633,9,2,1,0.00033994040916167703
113CWL017_924_1027,Please read the enclosed brochure for more information on the wonderful Super Summer Safari Camp!,3.2,3.2,3.2,3.2,3.2,3.2,5.856945105936413,4.251059782192625,3.9541850549493107,9,2,1,4.789105489181631e-05,5.989571657304052,3.9516047819281592,3.9750991023937443,8,3,2,3.985177701024941e-05,5.7527947257917145,4.4139963659194335,4.250817531893928,5,8,2,0.0001396967914930962
114CUL057_1539_1549,Questions?,3.0,3.0,2.8,3.0,3.4,3.4,6.0634533418134495,3.7711822548951743,3.9434633802256913,9,2,1,0.00013762649001508234,6.163647083040717,3.8169787083372055,3.467612843970259,9,2,1,7.52587480192573e-05,4.978495589384521,4.077156334343467,3.785049439559571,5,3,2,0.00019563570747248185
114CUL057_214_357,"Saturday, September 20,1997, from 2:00 p.m. until 7:00 p.m., marks a special day, as Jameson Camp will hold its first ever Jameson Grill.",3.0,3.0,3.2,3.4,3.4,3.0,6.058725083551156,4.98097381835338,4.312791833814924,5,8,2,0.00022018240281309587,6.306995358431011,4.608472346070741,3.9584940621591373,9,2,1,0.00014175727385997949,6.019428524464875,5.31576760542022,4.396469526112982,5,8,2,0.0003465576075562649
114CUL057_74_207,"The only fund raising event in the world where you can bring your entire family, other employees, or maybe even your neighbors.",3.0,3.0,3.2,3.6,2.2,2.6,6.410922462183912,4.374038967482272,4.76759075467127,8,2,6,9.909391400034621e-05,6.300713083900965,4.360283951898325,4.9079768753782735,8,2,6,5.718984003881426e-05,6.273006986848092,4.6256825823554,5.062745486949413,8,2,6,0.0001344968790686751
114CUL059_1731_1735,P.S.,3.0,2.33,3.0,3.0,3.0,3.0,6.231516949118242,3.9112886630749983,3.974405920961645,9,2,1,0.00014787151663199683,6.196595206814523,3.50336058195213,3.4871686125750045,9,2,1,6.31713894580678e-05,5.314485960834765,4.257651099552893,4.1005341460456854,5,3,2,0.00021543110800719887
114CUL060_783_845,"And not just during the summer, but throughout the year.",3.0,2.67,3.0,3.0,3.0,3.0,5.748973068594223,4.483582256992259,4.915124105646024,5,8,3,0.000208537868942623,5.645491313934555,4.18925082426837,4.729454750373839,5,2,8,0.00013715861624721246,5.48373227964738,4.85956591137389,5.320168821064339,5,8,3,0.000449281130594764
115CVL035_1201_1335,"The end result will be kids who have a better understanding of and vision for their own future, be it college or a career.",3.4,3.2,3.2,3.4,3.4,3.6,7.037795369160763,3.620237154518227,6.295170618218468,9,1,8,6.654816585200448e-05,6.829691822547841,3.6987908231628017,6.575682472670197,9,2,8,2.2901890072529156e-05,6.7066765453104225,3.6940941055885728,6.594110858922421,9,2,8,0.0001012956471272838
115CVL036_1616_1741,I know that our staff and committee members will be happy to go with you to talk to these group if you need their help.,3.0,3.0,3.2,3.0,3.0,3.0,6.397278782912303,3.063519358204159,3.9377424467151947,5,2,3,9.002262332503045e-05,6.398162883450857,2.7486239282491565,4.152608990345705,9,3,2,3.957676750207403e-05,5.994338708041217,3.088086830761142,4.279980175749403,5,2,3,0.00025860075911403226
115CVL036_1742_1858,We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts.,3.4,3.4,3.6,4.2,4.0,4.0,6.767315237395399,4.8220035410559605,6.580230857664585,9,6,8,0.00011871087157071852,6.714587976426356,4.157406727754692,6.469049948261738,9,2,8,7.33920266050416e-05,6.747015517057622,4.5408882915112745,6.82179521778725,9,2,8,0.00011397746155289779
115CVL037_18_31,"July 30, 1999",3.0,3.0,3.0,3.0,3.0,3.0,6.218737360734549,4.3458961282958155,3.86465966599453,9,1,2,0.0001721909054516564,6.306543549750094,4.21610658659669,3.4112256927239546,9,2,1,0.00011617025333656822,6.022660749619217,4.364455106228325,3.9224744980702937,9,2,1,0.0002763221158066425
115CVL037_2285_2424,"Your gift will enable CCI to provide these and other necessary services at a neighborhood level, face-to-face, where it counts.",3.8,3.2,3.4,3.2,3.0,3.2,6.787850491884287,3.4379096788185097,5.6644623341662665,9,1,8,7.514505859506616e-05,6.39623202280118,3.4159002680039112,5.352082220532843,8,2,6,3.066861511123511e-05,6.243863728152283,3.5265051559919254,5.961703340944295,5,2,8,0.00017444684109310812
115CVL037_38_48,Dear Name:,3.0,2.5,2.5,3.0,2.6,3.2,6.560746006707875,3.471313299698448,3.737445189210993,9,2,1,6.091053797689275e-05,6.726106359847455,3.055145475129476,3.2891862166666597,9,2,1,2.428620941642968e-05,5.580552032003091,3.9903324402829123,4.05704688423196,5,3,2,0.00010839589474944353
115CVL037_946_1017,"Social Development and Recreation for children, youth and adults.",3.75,3.5,3.75,3.4,3.2,3.2,6.531157616653195,3.5306472262528343,4.776610447356778,5,3,7,0.00012083598657304729,6.215681462156952,3.1358562910640497,4.557190005435984,9,2,3,6.886793196431477e-05,5.834060969971457,3.998999377176914,5.05731772819745,5,3,7,0.0003584432574128401
116CUL032_1095_1211,"As a provider of youth services, MCCOY, Inc. is here to support your valuable efforts to develop young people.",3.2,3.0,3.2,3.33,3.0,3.0,6.535975029149083,3.0976207350855227,4.175607420335527,9,2,1,9.003844465602283e-05,6.677943534978974,2.796903686890453,4.0426212427513795,9,2,1,2.241501553321774e-05,6.151497691930066,3.2436142706984206,4.264645632727665,9,2,1,0.0002487922994621166
116CUL032_1212_1431,"Recently, through a lot of hard work and alliances with organizations like yours, some steps have been taken in our community that will help young people continue to be involved in positive activities.",3.2,3.2,3.2,3.75,3.0,3.0,6.601039664321958,3.4959251327084893,4.784002438725259,9,3,2,0.0001204949669612398,6.4374874954153976,3.089580947545466,4.8248636221365295,9,2,3,5.929632658323683e-05,6.56278676823173,3.6892091661076654,5.344440505661683,9,1,8,0.00017638828719515165
116CUL032_1432_1598,"One, IndyGo in April adopted a much-needed policy that all young people under the age of 19 may ride on their buses at half the normal fare all year long.",3.2,3.0,3.0,3.2,2.6,2.8,6.697812898630712,4.068345323342698,4.728717637058124,9,2,1,0.00010734299083657956,6.808387874297935,3.9950001413294585,4.865904316144491,9,2,6,8.223130571364343e-05,6.5909832306486535,4.4899271300982555,4.677628691261221,9,2,1,0.0002088991308958637
116CUL033_1389_1561,I have enclosed a packet of information about MCCOY and its work as well as an application with various options for supporting the youth of our community.,3.0,3.0,3.0,3.2,3.0,3.0,6.92946851313046,3.103332232023826,3.8629734261073607,9,3,2,3.236802674725688e-05,7.0148495354169205,2.789899566667975,3.9524342960070333,9,2,3,1.243583849132885e-05,6.587998120413528,3.0814436477421534,4.169409105969978,8,3,2,8.909979151473668e-05
116CUL033_1704_1775,I will call you in a few weeks to discuss your level of interest.,3.0,3.2,3.6,3.4,3.4,3.4,6.686983987491698,3.0691064094232923,4.769185979767409,7,3,6,7.797706580216309e-05,6.7872174986040825,3.0096934723023407,4.3302051294850585,5,2,3,6.921144909847434e-05,6.498147421986268,3.005714200663019,4.542741570098308,5,2,3,0.0001384270066204396
116CUL033_259_497,"As you begin that process this year, I would like to ask you to consider helping young people in Marion County toward more positive youth development by becoming a supporter of the Marion County Commission on Youth, Inc.",3.25,3.0,3.0,2.5,2.5,3.5,6.146135317088839,3.24345560588794,4.789311567632046,9,3,2,5.9057970181234335e-05,6.354629531692546,3.087455546290105,4.925225059053795,9,3,2,2.6879378847097778e-05,6.232638564106674,3.2129999789401316,5.144841765719862,9,2,1,0.00012855617667193272
116CUL034_2423_2505,McCoy has only one interest: the well being of Marion County's young people.,3.0,2.8,3.0,3.0,2.75,3.0,6.009358740986456,4.006938543449289,5.059611799112152,9,2,1,6.901382382023963e-05,6.063123505855915,4.0700645976644525,5.040918982178708,9,2,1,3.2479132573943724e-05,6.033191023822287,4.290418650901189,5.190467927469273,9,2,1,0.00012307649725385442
116CUL034_328_548,"It retained, however, the same mission with which it had been charged from its inception: to serve as a catalyst for effective, coordinated, and collaborative service delivery to youth in our community.",3.0,3.0,3.33,3.2,2.8,2.8,7.120404025280303,2.850400426242415,4.179814972549041,9,1,2,7.704362051090584e-05,7.021338732657221,2.6160855050393286,4.358753933885495,9,2,3,3.50297294119926e-05,7.00611349469273,2.733826279273422,4.612598398364681,9,1,2,0.00013865587849844457
116CUL034_4602_4655,John T. Neighbours Philip B. Roby President Treasurer,3.0,3.0,3.0,3.0,3.0,3.0,6.32664535837721,3.3759970549927667,4.595491756966098,9,2,1,0.0001565997546435908,6.085456905687056,2.959416841756548,4.005515043572861,9,2,1,7.090521765109407e-05,5.9421709872770965,3.6381576495195134,4.966470683994283,9,2,1,0.00025798202550351046
116CUL034_72_82,Dear Name:,3.0,3.0,3.0,3.0,2.4,2.6,6.560746006707875,3.471313299698448,3.737445189210993,9,2,1,6.091053797689275e-05,6.726106359847455,3.055145475129476,3.2891862166666597,9,2,1,2.428620941642968e-05,5.580552032003091,3.9903324402829123,4.05704688423196,5,3,2,0.00010839589474944353
116CUL034_979_1118,A Providers Council and a Youth Coalition are building relationships that will hopefully bear great fruit in the years to come.,3.33,3.0,3.33,3.8,3.2,3.0,6.50874462579772,3.4020656836379866,4.786708410210084,5,3,7,0.00020837344773753117,6.6009171819917265,2.9655281643000353,5.044566600071847,9,3,2,6.239405877584941e-05,6.182809238580437,3.5662832013422356,5.184533671590342,5,3,7,0.00032826476177889207
117CWL008_1187_1350,One of us will call you to discuss how your company can become an important highly visible partner with the JCC in support of our scholarship programs.,3.0,3.25,3.5,3.2,3.0,2.8,6.989472088413823,3.0351992995554156,4.06413090199229,8,3,2,2.3160283640462783e-05,7.094617049386017,2.903353487725881,3.976982177178554,8,3,2,1.2019468827784198e-05,6.902646526893592,3.08446144348679,4.146292329177078,8,3,2,6.724605717582298e-05
117CWL008_1449_1499,Thank you in advance for your consideration.,3.6,3.4,3.2,3.6,2.8,3.2,6.489198957193155,3.1324340139176217,4.662820829764977,9,2,1,6.163539694356197e-05,6.121933441714609,2.8819054883304904,4.608954716806618,9,2,1,3.486406393468039e-05,5.765713401141495,3.5188379312891094,4.7436789376681885,5,2,8,0.00020351296628263066
117CWL009_1602_1650,"Judy Laikin, Chair Auction '99 Sponsor Committee",3.0,2.6,3.0,3.2,3.2,3.2,6.3542492327876925,3.5019992339580517,3.519812557966199,9,2,1,7.6464872681623e-05,6.754073354591999,2.990632982989876,2.9780417983961036,9,2,1,2.492486295802458e-05,5.8868931276453464,3.900642482575895,3.873155679650273,9,2,1,0.0001334455406752117
118CWL048_1493_1549,But caring adults like you can reach out and help.,3.4,3.2,3.2,3.4,3.4,3.4,6.23873818381173,3.4010105187778046,4.379127570952383,9,2,1,7.170629202672662e-05,6.145088386799512,3.2300336987095672,4.379452455153425,9,2,3,4.3364759504409506e-05,5.599658282704377,3.646131532091439,5.0534051660105455,5,2,8,0.00017121955277525693
118CWL048_345_468,Big Sisters helps bridge that gap by providing children with the resources they need -- Big Sisters volunteers.,3.33,3.0,3.67,3.33,3.0,3.0,6.08515779398676,3.4175485337322016,3.9383293076708266,9,2,1,0.00016210483160134068,5.940692964173085,3.0897474810811243,4.146522865494245,9,2,1,4.2667579765018786e-05,5.5814114202162255,3.656753601952541,4.840985332024859,5,2,8,0.0004769454462640098
118CWL049_1256_1327,"Today, we are offering you the opportunity to help change a life.",3.6,3.8,3.6,3.5,3.0,4.0,6.462904101738135,3.9906663535926024,4.6894283518411095,8,3,2,6.217364488741885e-05,6.490579157374102,3.925211275020396,4.271524517647624,8,3,2,3.65264759999078e-05,6.07504511487613,4.100329514124845,4.623191421333747,8,3,2,9.717182409823115e-05
118CWL049_1659_1850,"As a Matchmaker you will receive a description of ""your match"" and be identified as a Matchmaker on a plaque in the Big Sisters office, in the agency newsletter and annual report.",3.4,2.8,3.6,3.33,2.67,3.33,7.140114803584114,3.064463238581221,3.4359933633403554,9,2,1,1.6045646663760435e-05,7.351212713415598,2.901896423359612,3.3491886161101028,9,2,1,6.972541532684861e-06,6.904729826194008,3.3358244409926643,3.7210440963882343,9,2,1,4.718595083000959e-05
118CWL049_1975_2035,Over 235 girls are currently waiting for a Big Sister.,2.67,3.0,2.67,3.0,3.0,3.0,6.497153156676463,3.9136372109102346,3.872568248539342,9,2,1,0.00011428754865771126,6.787398935528681,3.4774238519483798,3.8566700128535363,9,2,1,5.0569743300865224e-05,6.299673873786994,4.171914683154766,4.3022373435417505,9,2,1,0.00026768158812784626
118CWL050_1405_1497,"Former Little Sister Amy, now 18-years old, is a testament to the Big Sisters program.",3.2,3.2,3.0,3.5,3.0,3.0,6.143324520538742,3.566778474487101,3.944103071257865,9,2,1,9.229974467173221e-05,6.159058779519501,3.4579875731920318,4.106537325626437,9,2,1,2.8542150474921882e-05,5.864745775959754,3.8356795190622224,4.658139222997491,5,2,8,0.0002038222095970231
118CWL050_1504_1554,"""I was matched with my Big Sister in June of 1992.",3.2,3.0,3.2,3.4,3.0,3.2,6.459825877157526,4.2264626481255085,3.658237842213903,9,2,1,0.00011984701654762363,7.113959805288479,4.0518180682135405,3.414254980257086,9,2,1,5.1567010929800037e-05,6.013800058845347,4.788793185609096,4.053347968062441,9,2,1,0.0002417523970241418
118CWL050_1555_1665,"Since then, she and I have grown very close and I have been able to experience lots of new things.",3.4,2.8,3.2,3.8,3.2,3.2,6.0307517052256046,4.717970395106126,4.593301958544295,5,8,3,0.00027443952979348455,5.892582256338135,4.427907039747481,4.692453809038572,3,6,2,0.00011041192258415715,5.840142422473539,5.118923876913275,5.213545208817372,5,8,3,0.0003595486384775544
118CWL050_1666_1826,"We go to movies, dinner, concerts, and other stuff like that, but I have also been able to participate in charity events and fundraiser type things.",3.0,2.8,3.2,3.4,2.6,3.2,6.121801011890211,4.521645201552286,5.0131856929178955,6,3,7,0.00026860327132658594,5.984986732190864,3.9018624128719774,5.2643212405828415,8,3,6,0.00017410830454874855,5.899056709750955,4.7928381001852305,5.619130933629856,7,6,8,0.000484630126655974
118CWL050_2742_2992,"It will also be used to help maintain the infrastructure that fosters and supports the development of effective relationships, including volunteer orientation and training and ongoing supervision and support by a professional staff.",3.0,2.8,3.0,3.5,3.0,3.5,6.675913269690769,2.6641866924262425,4.05315316680178,9,3,2,5.593790241627117e-05,6.302438548000424,2.5520185846753303,4.542070249679627,9,3,2,2.8422715833950584e-05,6.419095374373354,2.7952319273814976,4.793595104963402,9,1,2,0.00017038168701803994
119CWL041_39_64,"Name Address City, ST Zip",3.0,2.6,3.0,3.0,3.0,3.0,5.855842144476553,3.7764129700773608,4.284969913504687,9,2,1,0.00013074002333724063,6.196940474792993,3.4409090767450863,3.9747404913959516,9,2,3,6.464894988770791e-05,5.6428396272361105,4.281557193141388,4.479430842347354,5,8,3,0.00029954917266658825
119CWL041_424_593,"The Urban Mission Branch is reaching out to middle school youth with programs based on caring, honesty, respect and responsibility for themselves and others.",3.2,3.0,3.0,3.67,3.33,3.67,6.46414601237686,2.8333707616720476,4.415206939893419,9,3,2,4.04061405211443e-05,6.461969649470521,2.7083782130956338,4.742067613706112,9,3,2,1.984213731806468e-05,6.137324049341491,2.840139164897561,5.215738396118496,5,2,8,0.00013697642065843037
