id,text,human_writer_v,human_writer_a,human_writer_d,human_reader_v,human_reader_a,human_reader_d,w_ev,w_ea,w_ed,w_gv,w_ga,w_gd,w_p555,r_ev,r_ea,r_ed,r_gv,r_ga,r_gd,r_p555,s_ev,s_ea,s_ed,s_gv,s_ga,s_gd,s_p555
110CYL071_1962_2031,"The savings are counted in more ways than dollars and cents, however.",3.0,2.2,3.2,3.0,2.67,3.67,5.001698598588705,3.9616555038899,4.373809047187278,3,3,3,0.011997757638226214,5.23169604066963,4.12590473794011,4.411276565729819,5,3,3,0.01140038452759495,5.313413610229759,4.218536501872203,4.328742954940913,5,3,2,0.016543474981346642
110CYL071_2392_2518,Your gift will help give new meaning to the word success -- for people who have seldom had reason to use the word.,3.6,3.0,3.2,3.6,3.4,3.0,5.69195629365162,4.319338749589944,4.797888100007673,1,1,1,0.0050914826147081165,5.6852634186790985,4.414200633238348,4.608648802622792,5,3,3,0.005183091952690047,5.381519595594504,4.320589434499048,4.6125501207672865,1,1,1,0.007790040208886046
110CYL071_246_283,Michael was born with cerebral palsy.,2.0,3.5,2.5,2.2,3.0,3.0,4.670016783002522,3.6513462057442476,4.9232501193245355,1,1,1,0.01465743619124469,4.704543185109207,3.6427612795806814,4.76638133860301,3,3,3,0.014194545921703666,4.911740142037905,4.060172318713757,4.920280167877525,5,5,5,0.027329583568061866
110CYL071_458_550,His most recent job lasted only a year before cut-backs eliminated his position.,2.75,3.0,3.0,2.0,3.0,2.75,4.548043480333449,3.6989164464370754,4.187386136672272,1,1,1,0.009962289402648681,4.591583332328847,3.541826561565008,3.8909864377845604,1,1,1,0.007150929517008219,4.675301371186416,3.609149587654854,3.8978004846685756,1,1,1,0.01253283827318974
110CYL071_606_664,He resorted to public assistance dollars to survive.,2.6,3.2,3.0,2.8,3.0,3.2,4.163083151800086,3.9002986540480897,4.252297655728106,1,1,1,0.00962451024865534,4.106272223088387,3.937200383980318,3.882502710566464,1,1,1,0.007760636236026247,4.70269508465913,4.227340599224922,4.132499156994849,3,3,3,0.015102796409117433
110CYL071_665_698,"Finally, Michael called Goodwill.",3.0,3.2,3.0,3.2,3.0,3.0,5.274664165316435,4.347118703358859,4.624396486370548,1,1,1,0.013495484999034638,5.322571705813244,4.190254365975957,4.406142537482066,1,1,1,0.01069550228492596,5.454025978904245,4.499158500027633,4.326032196159593,5,5,5,0.02035383715976688
110CYL200_1611_1668,"Some are blind, deaf or have other physical disabilities.",2.8,3.0,3.0,2.0,3.0,3.0,4.44444739536152,3.4692562123156523,4.20972859481552,1,1,1,0.009675791284565407,4.430413778715745,3.3005170117770604,3.9521972782748422,1,1,1,0.007126960772436382,4.671208174431988,3.7698992108995615,4.148798537373311,3,3,3,0.017394076173152005
110CYL200_2548_2558,"Sincerely,",3.25,3.25,3.0,3.2,3.0,3.2,5.511147159512129,4.570789263983751,4.635644771825064,6,6,6,0.018616182852520098,5.421581674200008,4.419636982929339,4.354582836797314,6,4,3,0.015162841089486378,5.50695305403663,4.95703811765738,4.480201208037759,5,5,5,0.02405118653552976
110CYL200_481_588,He went to the Center Township Trustee for food stamps until he could find a job and a place to live.,2.8,3.0,3.0,3.2,3.0,3.0,4.432530146095628,3.634242513408113,4.302190512707629,1,1,1,0.0093694722389713,4.5435687029009575,3.5110099431344004,4.069570960493573,1,1,1,0.006434630056628084,4.863380473164141,3.7359814117313563,4.214948387707097,5,3,2,0.013472674596085858
112C-L012_1625_1768,Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.,3.0,2.67,2.67,3.2,3.0,2.8,5.126434616592728,4.079131593222513,4.6946877121870525,1,1,1,0.007715864486375631,5.143931784172194,4.11601893520723,4.501108122984023,3,3,3,0.008445306646107133,5.2233716338124285,4.211945630140368,4.764654678418276,5,5,5,0.014270923410076304
112C-L012_409_634,"To help them establish themselves in the community, the Pleasant Run Emancipation fund was begun in 1993 by private donors who wanted to provide a measure of financial support for those leaving our programs.",3.2,3.0,3.4,3.2,3.0,3.2,4.79577043558517,3.704248692789851,4.352676922958467,1,1,1,0.012379801948354838,4.948318472644299,3.5545523485349184,4.23024453949627,5,3,4,0.008508703416562789,4.883046572795582,3.5669880491135935,4.262192198561449,3,3,3,0.013650880419576288
112C-L013_1130_1256,"Today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse.",2.6,3.0,2.8,2.6,3.2,3.0,5.086212665191613,4.5444211609102005,4.531845748465002,1,1,1,0.011043851751470237,4.963296702869485,4.586612941977696,4.339562633288184,1,1,1,0.01024540572792923,5.1065387485388385,4.8679184427824795,4.580180605388123,5,5,5,0.018619096031091763
112C-L013_156_252,"Little ones, like Baby Jessica, caught in the struggle between adoptive and birth parents.",2.67,3.0,3.0,3.0,3.0,3.0,4.731917849598916,4.637693450721733,4.8942579427434945,3,3,3,0.01299946090686188,4.650235347411348,4.35179819631642,4.488131820806874,3,3,3,0.008759631983152539,4.870360683206265,4.61849415538364,4.543967471183313,5,5,5,0.019638338155070763
112C-L013_973_1053,Pleasant Run Children's Homes began serving children nearly 130 years ago.,3.0,3.2,3.2,3.2,3.2,3.6,5.113075970818469,3.424555148511215,4.613332764238448,5,3,4,0.009389597080782344,5.309229513139585,3.16986110490321,4.426859649868389,6,3,5,0.0050412852509585234,5.395364443785192,3.38784123270323,4.612531220683358,5,3,4,0.009878989554942768
112C-L014_1144_1226,"They leave Pleasant Run, generally, ready and able to contribute to society.",3.4,3.2,3.4,3.4,2.8,3.2,5.205540862613651,4.155468554034451,4.615122408775612,5,3,4,0.01519321194124375,5.5169849476047705,3.8269624398732005,4.249314168547557,5,3,3,0.008858676389852748,5.351278638002324,4.167680793680311,4.469877598931116,5,5,5,0.020435830323543215
112C-L014_18_31,"June 26, 1995",3.0,2.75,3.0,3.0,2.17,2.67,5.2832487130484616,4.610182040992136,4.59676299737799,1,1,1,0.014845181826015803,5.3088704851682325,4.604185425650438,4.51918797184279,1,1,1,0.012481477477279282,5.376802437551592,4.693528104173107,4.464590362779257,5,5,5,0.01856220428638194
112C-L014_195_327,"Federal, state and local governments are freezing or withdrawing much-needed funding sources for people who are truly in need.",3.0,2.5,2.75,3.2,3.2,3.2,3.492453266127921,3.734464840977111,4.034951941468401,1,1,1,0.006795161678636885,3.1880253448976776,4.026147841991131,4.043979551564846,1,1,1,0.005319001215658233,3.653749720978206,3.7509858399776506,3.982582029649393,1,1,1,0.00767723116689594
112C-L015_1147_1188,It may help a family stay together.,3.4,3.2,3.0,3.2,3.0,3.0,5.346203788108039,3.790922659318461,4.698582129530698,5,3,4,0.01253615799104799,5.4265944219432765,3.428101063994982,4.317891573099969,6,3,4,0.006492347049022583,5.278989094196531,3.7346208958608997,4.108855270547364,5,3,2,0.016252298798919276
112C-L015_1682_1813,Let our families and children know that you want them to have the same kinds of memories of the holidays you will have.,3.4,3.2,3.0,3.4,2.6,3.0,5.559750244669347,4.303127120525114,4.88049321546197,6,6,6,0.014293475200608096,5.514879298412621,4.153576397171687,4.684113368047667,5,3,4,0.012036857380903621,5.431127217376199,4.388774296691757,4.807796560438799,5,5,5,0.023890190312636523
112C-L015_18_47,Dear Friends of Pleasant Run:,3.0,3.2,3.0,3.0,3.0,3.0,5.571221842788535,4.3290615523286835,4.565450528834052,5,5,5,0.01569619555518679,5.37844166630462,3.9568229476636585,4.134837721049219,5,3,2,0.011585020146940062,5.586769518815108,4.528350247999182,4.38778043311077,5,5,5,0.021889449865492
112C-L016_1321_1331,"Sincerely,",3.2,2.8,3.2,3.2,2.8,3.0,5.511147159512129,4.570789263983751,4.635644771825064,6,6,6,0.018616182852520098,5.421581674200008,4.419636982929339,4.354582836797314,6,4,3,0.015162841089486378,5.50695305403663,4.95703811765738,4.480201208037759,5,5,5,0.02405118653552976
112C-L016_805_903,They do not have the resources necessary to purchase gifts or food for a holiday meal.,2.75,3.0,3.0,2.2,2.6,2.6,3.601774743994021,3.1820262458911173,3.7578378428659005,1,1,1,0.0064945555287796285,3.722523938733585,2.8877005527561606,3.310902600232401,1,1,1,0.003460017427906303,4.3067044119990046,3.422257528453861,3.657225071062225,3,3,3,0.01102854783673486
113CWL017_1596_1640,You can make a difference in a child's life.,3.6,3.4,3.2,3.0,3.0,3.0,5.581211230217578,4.1486557354162485,5.00815528579197,5,3,6,0.01010839474469934,5.576433411757021,3.9060354052603428,4.6487154887640285,5,3,4,0.007838369621399784,5.487186925145742,4.299932097723872,4.927742916857057,5,3,7,0.017559112387824066
113CWL017_18_64,"June 1, 1998 BOYS & Girls Club OF INDIANAPOLIS",3.0,3.0,3.25,3.0,3.0,3.0,5.51148699401135,4.221031558392318,4.615217815651482,1,1,1,0.010565070330912574,5.596709604028137,4.322329268053533,4.470394234394755,1,1,1,0.008083700618080674,5.5466609151781,4.1231230215973245,4.583709850835154,5,3,4,0.011643168653650393
113CWL017_924_1027,Please read the enclosed brochure for more information on the wonderful Super Summer Safari Camp!,3.2,3.2,3.2,3.2,3.2,3.2,5.04993362447578,3.9348286570252515,4.483926827767515,5,3,3,0.013186329237573199,5.343879642405385,3.867319678654053,4.224683836271783,5,3,3,0.010441251371533969,5.210291706478281,4.192534914377836,4.539679616413473,5,5,5,0.02192972847039143
114CUL057_1539_1549,Questions?,3.0,3.0,2.8,3.0,3.4,3.4,4.490706376078366,3.6639677731433524,4.2162012465435295,1,1,1,0.014531823506923166,4.431639977107485,3.51603419332298,3.9792126540580335,1,1,1,0.011261023236420122,4.522192752485885,3.6792834591437287,3.9093583193487293,3,3,3,0.020782436572410388
114CUL057_214_357,"Saturday, September 20,1997, from 2:00 p.m. until 7:00 p.m., marks a special day, as Jameson Camp will hold its first ever Jameson Grill.",3.0,3.0,3.2,3.4,3.4,3.0,5.1407389356848485,4.167010964692448,4.41846157655643,3,3,3,0.015245171046351208,5.180695682492541,3.961190399724119,4.186007839909486,5,3,3,0.012815313297150785,5.366645245880457,4.178205638495547,4.259194079118562,5,3,2,0.019108137398034554
114CUL057_74_207,"The only fund raising event in the world where you can bring your entire family, other employees, or maybe even your neighbors.",3.0,3.0,3.2,3.6,2.2,2.6,5.906405331022958,4.735666160049949,4.4961473584672955,6,6,6,0.011062738377097255,5.921659036477317,4.96060340818739,4.39611503089989,6,6,6,0.01137798757146912,5.72557318736666,4.935158856351296,4.45190157042323,5,5,5,0.017663354010129965
114CUL059_1731_1735,P.S.,3.0,2.33,3.0,3.0,3.0,3.0,5.124836939941655,3.8954007474283063,4.535992171411778,1,1,1,0.014174956985059958,5.006770114297471,3.6664117154156393,4.260910390815643,1,1,1,0.01086814277634686,5.198498092350112,4.3231694865056305,4.478783459963784,5,5,5,0.020235583297500966
114CUL060_783_845,"And not just during the summer, but throughout the year.",3.0,2.67,3.0,3.0,3.0,3.0,5.508192796383241,4.813245150190814,4.887403564273146,6,6,6,0.017795293572800585,5.342590915082758,4.853650569878836,4.859450651544964,6,6,6,0.01656169652645833,5.62059137607605,4.95186658775115,4.643944004605272,5,5,5,0.029162974711990888
115CVL035_1201_1335,"The end result will be kids who have a better understanding of and vision for their own future, be it college or a career.",3.4,3.2,3.2,3.4,3.4,3.6,5.812598261663617,4.200731162634431,4.94255974478414,5,3,4,0.012729514494659101,5.896186685632527,3.8286678168821124,4.636436120034412,5,3,4,0.008716542409771108,5.566138302303766,4.006585576645067,4.84599512794161,5,3,4,0.016480138478553286
115CVL036_1616_1741,I know that our staff and committee members will be happy to go with you to talk to these group if you need their help.,3.0,3.0,3.2,3.0,3.0,3.0,5.044782212480302,3.702037049642413,4.407934952233109,3,3,3,0.01333885550768411,5.179003431289072,3.430662091479184,4.145722836968979,5,3,3,0.00945388107542959,5.037737911687463,3.6961518041930805,4.29229453110727,5,3,4,0.02167844911706164
115CVL036_1742_1858,We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts.,3.4,3.4,3.6,4.2,4.0,4.0,6.044162371388136,4.917279075443238,4.901258005237222,6,6,6,0.014925481879347764,5.976815853227926,4.9979549911208965,4.733962225138653,6,6,6,0.016136895466071666,5.787905718501873,5.299042843509536,4.831945243271719,5,5,5,0.021001660633452143
115CVL037_18_31,"July 30, 1999",3.0,3.0,3.0,3.0,3.0,3.0,5.329350211548666,4.588652102309236,4.608942549946906,1,1,1,0.015343781613104571,5.284384578740384,4.587966253614933,4.5191620548225915,1,1,1,0.01321451452205737,5.39797747805861,4.672078863358455,4.478790866296185,5,5,5,0.01887672505319545
115CVL037_2285_2424,"Your gift will enable CCI to provide these and other necessary services at a neighborhood level, face-to-face, where it counts.",3.8,3.2,3.4,3.2,3.0,3.2,5.4994817517326835,4.099725600139341,4.529722782101194,1,1,1,0.009872539298514458,5.560457967538323,3.7844430202738635,4.288391683697096,5,3,3,0.007956269075284126,5.393872133174414,3.9595414047111435,4.4049723610816836,5,3,2,0.014387888771454192
115CVL037_38_48,Dear Name:,3.0,2.5,2.5,3.0,2.6,3.2,5.528152448745425,4.458298604609212,4.470228458335094,5,5,5,0.017902966498719638,5.306049412974041,4.107321711244165,4.052953770795481,5,3,2,0.014093496583573263,5.37013828067842,4.71737411134474,4.347782149629472,5,5,5,0.024338936553851297
115CVL037_946_1017,"Social Development and Recreation for children, youth and adults.",3.75,3.5,3.75,3.4,3.2,3.2,5.412759187364377,4.1026467218028815,4.728982815361663,5,3,4,0.014484147610808353,5.353824162113969,3.9246641575361787,4.486948075366465,5,3,4,0.01160878690683799,5.52509346314358,4.101374521023228,4.6044800503546695,5,5,5,0.018262921993211577
116CUL032_1095_1211,"As a provider of youth services, MCCOY, Inc. is here to support your valuable efforts to develop young people.",3.2,3.0,3.2,3.33,3.0,3.0,5.427435168003408,4.072394921478507,4.6352963911881995,5,3,4,0.016384055302133604,5.531740834213674,3.8530431132580136,4.411449519773166,5,3,4,0.012370135575196395,5.29811466033588,4.15263609824343,4.649962821859194,5,3,4,0.02198810834892316
116CUL032_1212_1431,"Recently, through a lot of hard work and alliances with organizations like yours, some steps have been taken in our community that will help young people continue to be involved in positive activities.",3.2,3.2,3.2,3.75,3.0,3.0,5.057767543254494,4.364667118325254,4.720117642437613,5,3,4,0.01722814649073982,5.135431259578457,4.038114767328807,4.350120224943979,5,3,4,0.011750685237682603,5.12127760173078,4.2987023252652685,4.633096855831938,5,3,4,0.017900229151935797
116CUL032_1432_1598,"One, IndyGo in April adopted a much-needed policy that all young people under the age of 19 may ride on their buses at half the normal fare all year long.",3.2,3.0,3.0,3.2,2.6,2.8,5.089196360772595,4.36786038234093,4.885535404078148,5,5,5,0.013381362997525043,5.05062657186947,4.412411148544168,4.693808610879501,5,5,5,0.0123727120721365,5.210744954452713,4.446972665941666,4.90432366714394,5,5,5,0.01701222781161567
116CUL033_1389_1561,I have enclosed a packet of information about MCCOY and its work as well as an application with various options for supporting the youth of our community.,3.0,3.0,3.0,3.2,3.0,3.0,5.201792314993572,4.4955200978786785,4.7630897773059,5,5,5,0.014717618668759903,5.284180081457043,4.269125688990735,4.520201097681062,5,3,4,0.014070103711224045,5.282589697748795,4.511870246427048,4.721888036934875,5,5,5,0.016068035383490428
116CUL033_1704_1775,I will call you in a few weeks to discuss your level of interest.,3.0,3.2,3.6,3.4,3.4,3.4,4.930571561497052,3.836089503280337,4.227277013781787,3,3,3,0.016889289609274927,4.9442727507520035,3.4080607627087174,3.8174674401364714,5,3,3,0.008384790902980986,4.9077651653686,3.919877667931446,3.866804598945232,5,3,3,0.02585194862953418
116CUL033_259_497,"As you begin that process this year, I would like to ask you to consider helping young people in Marion County toward more positive youth development by becoming a supporter of the Marion County Commission on Youth, Inc.",3.25,3.0,3.0,2.5,2.5,3.5,5.060932483300761,4.138660411418009,4.756590409758545,1,1,1,0.012531852051052667,5.138102325698942,3.9232003829486435,4.577864482066214,5,3,4,0.008898855980842118,5.104064319794085,4.159617290283594,4.780395276589015,5,5,5,0.016175389601466854
116CUL034_2423_2505,McCoy has only one interest: the well being of Marion County's young people.,3.0,2.8,3.0,3.0,2.75,3.0,4.622940486963074,3.9216787539074387,4.671077012031476,1,1,1,0.009345361895123526,4.922470422824955,3.9065400414385945,4.493050695344552,1,1,1,0.008002583173878985,4.949513951597508,4.12020053017808,4.7452069180332686,1,1,1,0.013071475503537315
116CUL034_328_548,"It retained, however, the same mission with which it had been charged from its inception: to serve as a catalyst for effective, coordinated, and collaborative service delivery to youth in our community.",3.0,3.0,3.33,3.2,2.8,2.8,5.199443624377674,4.207596713446177,4.934003238653554,5,5,5,0.01679813413618115,5.256556588617469,3.955951129327879,4.694892157883413,5,3,4,0.012921744607120528,5.213539362887628,4.13650082109789,4.827317310901391,5,5,5,0.021403329409056177
116CUL034_4602_4655,John T. Neighbours Philip B. Roby President Treasurer,3.0,3.0,3.0,3.0,3.0,3.0,4.878815607565467,3.9381692283534897,4.41538453235059,1,1,1,0.015120616782734337,5.070841773305306,3.704958575033454,4.210278221117771,1,1,1,0.011652191040646711,5.110019636363045,3.972177987169127,4.371617207653719,5,3,3,0.017961451770039258
116CUL034_72_82,Dear Name:,3.0,3.0,3.0,3.0,2.4,2.6,5.528152448745425,4.458298604609212,4.470228458335094,5,5,5,0.017902966498719638,5.306049412974041,4.107321711244165,4.052953770795481,5,3,2,0.014093496583573263,5.37013828067842,4.71737411134474,4.347782149629472,5,5,5,0.024338936553851297
116CUL034_979_1118,A Providers Council and a Youth Coalition are building relationships that will hopefully bear great fruit in the years to come.,3.33,3.0,3.33,3.8,3.2,3.0,5.148471777563502,4.17925235057342,4.802631047140191,5,3,4,0.01467704897932274,5.291533795627609,3.997829627454222,4.545466732376711,5,3,4,0.011048253020680191,5.237055554575774,4.270881580776148,4.760702716226303,5,3,4,0.017743559298413418
117CWL008_1187_1350,One of us will call you to discuss how your company can become an important highly visible partner with the JCC in support of our scholarship programs.,3.0,3.25,3.5,3.2,3.0,2.8,4.849234304875177,4.149315829367916,4.306728744375473,1,1,1,0.01480436563925171,5.080860267545292,4.010071613516798,4.054041434548358,5,3,3,0.012333935433984393,4.957982251926568,3.8945953004735285,4.218447629806214,5,3,3,0.018990997400843486
117CWL008_1449_1499,Thank you in advance for your consideration.,3.6,3.4,3.2,3.6,2.8,3.2,5.096057777695293,3.073467256721291,4.087647830986434,1,1,1,0.00765870189669342,4.960963935202354,2.8926195399887344,3.665223516690745,5,3,3,0.005063655154301823,5.21839144669561,3.329156810963816,3.646114534507448,5,3,2,0.01337578413664515
117CWL009_1602_1650,"Judy Laikin, Chair Auction '99 Sponsor Committee",3.0,2.6,3.0,3.2,3.2,3.2,4.809025935003256,3.871264319759292,4.301918287118093,1,1,1,0.013208534025898895,4.981001321015072,3.8038613695001846,4.293060400954134,3,3,3,0.009649388144455689,5.1861640364941195,3.7620454422414844,4.41823606224569,5,3,3,0.014225193424239894
118CWL048_1493_1549,But caring adults like you can reach out and help.,3.4,3.2,3.2,3.4,3.4,3.4,5.426207170378679,3.681768049637448,4.5246521303113205,6,3,4,0.008614555654695846,5.351428469354533,3.489891752836739,4.275255331770087,5,3,4,0.006718866867899429,5.5319143579763255,3.69963876232792,4.34317435534345,5,3,3,0.012518652451314984
118CWL048_345_468,Big Sisters helps bridge that gap by providing children with the resources they need -- Big Sisters volunteers.,3.33,3.0,3.67,3.33,3.0,3.0,4.829877595023316,3.818879258171091,4.753647894448566,3,3,3,0.014180014463695392,5.180471245446718,3.7980255535661076,4.512001688937577,5,3,4,0.010840194904410187,4.827059120878081,3.8857475783100828,4.61514598423882,3,3,3,0.020895759481593685
118CWL049_1256_1327,"Today, we are offering you the opportunity to help change a life.",3.6,3.8,3.6,3.5,3.0,4.0,5.5746701117027095,4.712068469677071,4.53016793511787,5,5,5,0.012274610811684513,5.565833979051712,4.462903809439816,4.231835473121561,5,3,2,0.011040531843932097,5.409077567543656,4.681447517945729,4.338056538907608,5,5,5,0.01874566972450224
118CWL049_1659_1850,"As a Matchmaker you will receive a description of ""your match"" and be identified as a Matchmaker on a plaque in the Big Sisters office, in the agency newsletter and annual report.",3.4,2.8,3.6,3.33,2.67,3.33,4.693151064736746,3.3196533581605046,4.091485874670896,1,1,1,0.008589253329396982,5.004637597476592,3.5037696940966523,4.0070666576566545,5,3,3,0.0085617737329729,4.976110310707033,3.499410107442098,4.12317780853439,3,3,3,0.011698708082412428
118CWL049_1975_2035,Over 235 girls are currently waiting for a Big Sister.,2.67,3.0,2.67,3.0,3.0,3.0,4.081767311680492,4.41719009180151,4.676340237362041,1,1,1,0.010897973492083613,3.9054825816800802,4.356346478655032,4.444518019404882,1,1,1,0.009491806607232455,4.596941897117796,4.658152584852628,4.789946638984901,1,1,1,0.015475709359504944
118CWL050_1405_1497,"Former Little Sister Amy, now 18-years old, is a testament to the Big Sisters program.",3.2,3.2,3.0,3.5,3.0,3.0,5.160522219466826,4.058385084899489,4.890973011661101,3,3,3,0.012887184654869153,5.40355238248071,4.100929478320809,4.646287102243456,5,3,4,0.010670079119774677,5.232006836184978,4.246888667096515,4.711759910426251,5,5,5,0.01842306369461071
118CWL050_1504_1554,"""I was matched with my Big Sister in June of 1992.",3.2,3.0,3.2,3.4,3.0,3.2,5.224869958734148,4.429210011048992,4.735770856707732,5,5,5,0.017760511713194285,5.446587126644679,4.262465533929433,4.466151729144759,5,3,3,0.012617460293445272,5.5291131440925785,4.417947715898599,4.401337090400244,5,5,5,0.018311689310914064
118CWL050_1555_1665,"Since then, she and I have grown very close and I have been able to experience lots of new things.",3.4,2.8,3.2,3.8,3.2,3.2,5.76022383344392,4.346709153491396,4.793246725000306,5,3,4,0.016079921310616422,5.875966963981053,4.316336852302511,4.370696124022881,5,3,3,0.013135587198291283,5.780921310614741,4.906161824504543,4.622497270622086,5,5,5,0.02534223157765182
118CWL050_1666_1826,"We go to movies, dinner, concerts, and other stuff like that, but I have also been able to participate in charity events and fundraiser type things.",3.0,2.8,3.2,3.4,2.6,3.2,5.695875580207729,4.05466324805302,4.21216496967198,5,3,3,0.015022505552611067,5.8199625011764695,3.94032360514674,3.8348440778144113,5,3,2,0.010253979338656873,5.818419808011488,4.383795613487765,4.1642834062584715,5,3,2,0.020734234920666145
118CWL050_2742_2992,"It will also be used to help maintain the infrastructure that fosters and supports the development of effective relationships, including volunteer orientation and training and ongoing supervision and support by a professional staff.",3.0,2.8,3.0,3.5,3.0,3.5,5.351877570211572,4.0806589182018795,4.4348932553259415,5,3,4,0.017102275892764234,5.358195498768085,3.924228081759173,4.119952869080503,5,3,3,0.011356599185063149,5.194576059126787,3.9783258919593703,4.079846864506282,5,3,2,0.023445122977281702
119CWL041_39_64,"Name Address City, ST Zip",3.0,2.6,3.0,3.0,3.0,3.0,4.776590403642633,3.162194458527342,4.035546992824159,1,1,1,0.011162600124963524,4.686387847034878,3.070127733974996,3.6734150827971193,1,1,1,0.0075583003268651795,4.982828117101235,3.3874655451796363,3.820011088305052,5,3,2,0.01581579338047293
119CWL041_424_593,"The Urban Mission Branch is reaching out to middle school youth with programs based on caring, honesty, respect and responsibility for themselves and others.",3.2,3.0,3.0,3.67,3.33,3.67,5.192744115576973,3.9964758804574814,4.779424008664315,5,3,4,0.010865787932033149,5.427173809239841,3.604020543281009,4.608655699362302,5,3,4,0.006903193323844318,5.2216144815132495,3.890837079346329,4.7799593493764,5,3,4,0.013546589161091704
20000410_nyt-NEW_81_280,"The Iraqi government has agreed to let U.S. Rep. Tony Hall visit the country next week to assess a humanitarian crisis that has festered since the Gulf War of 1990, Hall's office said Monday.",3.0,3.0,3.2,2.8,2.8,2.8,4.321525816551729,4.073269064922798,4.3564214355490085,1,1,1,0.014061961033450953,4.351573229371237,3.8593982738307404,4.18018197960464,3,3,3,0.010438877320193472,4.414459775126253,3.9869594925595138,4.333675520268466,1,1,1,0.016969385464229915
20000419_apw_eng-NEW_1062_1183,"Iraq says the United States and Britain hold up delivery of needed supplies, using their clout in the United Nations.",2.8,3.2,3.6,2.0,3.5,3.5,4.437849970330509,4.072170330192424,4.498072292280273,1,1,1,0.011479356731746557,4.457449310512214,4.051135767265405,4.383481396206712,1,1,1,0.008826494971454131,4.456307849774296,4.223902514877014,4.594073761390081,1,1,1,0.017223296744088158
